factor_id,version,market,layer,status,family,indicator,mechanism,horizon,horizon_bucket,complexity,exactness,formula_canonical,explanation,fields,operators,warning,formula_original,formula_latest,migration_changes,formula_changed,operators_latest,fields_latest,uses_extended_operators,uses_research_operators,unknown_operators,wrong_market_fields,latest_readiness,latest_tier,duplicate_of,pandas_smoke_status,pandas_48bar_notna,pandas_48bar_all_nan,pandas_820bar_recheck,validation_note,availability_tier,source_library,v8_audit_status,v8_runtime_status,v8_tail_finite_ratio,v8_tail_unique,direction_hint,removal_reasons,exhaustive_runtime_audit
pv_v6_a_x_0136,V6,A,extended,extended_admission_candidate,advanced_volume_indicators,klinger_volume_oscillator_proxy_20_60,klinger_volume_flow,20/60,long,moderate,causal_proxy,"rank(safe_div_null(ts_ema(sign(ts_delta((high + low + close) / 3.0,1))*volume*safe_div_null(high-low,ts_ema(high-low,20)),20)-ts_ema(sign(ts_delta((high + low + close) / 3.0,1))*volume*safe_div_null(high-low,ts_ema(high-low,20)),60),ts_ema(volume,60)))",Klinger Volume Oscillator代理20/60,"close,high,low,volume","rank,safe_div_null,sign,ts_delta,ts_ema",simplified_volume_force,"rank(safe_div_null(ts_ema(sign(ts_delta((high + low + close) / 3.0,1))*volume*safe_div_null(high-low,ts_ema(high-low,20)),20)-ts_ema(sign(ts_delta((high + low + close) / 3.0,1))*volume*safe_div_null(high-low,ts_ema(high-low,20)),60),ts_ema(volume,60)))","rank(safe_div_null(ts_ema(sign(ts_delta((high + low + close) / 3.0, 1)) * volume * safe_div_null(high - low, ts_ema(high - low, 20)), 20) - ts_ema(sign(ts_delta((high + low + close) / 3.0, 1)) * volume * safe_div_null(high - low, ts_ema(high - low, 20)), 60), ts_ema(volume, 60)))",,True,"rank,safe_div_null,sign,ts_delta,ts_ema","close,high,low,volume",ts_ema,,,,proxy_archive,promoted_operator_candidate,,pass,235,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:proxy_archive,
pv_v6_a_x_0137,V6,A,extended,extended_admission_candidate,advanced_volume_indicators,klinger_volume_oscillator_proxy_3_10,klinger_volume_flow,3/10,short,moderate,causal_proxy,"rank(safe_div_null(ts_ema(sign(ts_delta((high + low + close) / 3.0,1))*volume*safe_div_null(high-low,ts_ema(high-low,3)),3)-ts_ema(sign(ts_delta((high + low + close) / 3.0,1))*volume*safe_div_null(high-low,ts_ema(high-low,3)),10),ts_ema(volume,10)))",Klinger Volume Oscillator代理3/10,"close,high,low,volume","rank,safe_div_null,sign,ts_delta,ts_ema",simplified_volume_force,"rank(safe_div_null(ts_ema(sign(ts_delta((high + low + close) / 3.0,1))*volume*safe_div_null(high-low,ts_ema(high-low,3)),3)-ts_ema(sign(ts_delta((high + low + close) / 3.0,1))*volume*safe_div_null(high-low,ts_ema(high-low,3)),10),ts_ema(volume,10)))","rank(safe_div_null(ts_ema(sign(ts_delta((high + low + close) / 3.0, 1)) * volume * safe_div_null(high - low, ts_ema(high - low, 3)), 3) - ts_ema(sign(ts_delta((high + low + close) / 3.0, 1)) * volume * safe_div_null(high - low, ts_ema(high - low, 3)), 10), ts_ema(volume, 10)))",,True,"rank,safe_div_null,sign,ts_delta,ts_ema","close,high,low,volume",ts_ema,,,,proxy_archive,promoted_operator_candidate,,pass,235,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:proxy_archive,
pv_v6_a_x_0138,V6,A,extended,extended_admission_candidate,advanced_volume_indicators,klinger_volume_oscillator_proxy_40_120,klinger_volume_flow,40/120,long,moderate,causal_proxy,"rank(safe_div_null(ts_ema(sign(ts_delta((high + low + close) / 3.0,1))*volume*safe_div_null(high-low,ts_ema(high-low,40)),40)-ts_ema(sign(ts_delta((high + low + close) / 3.0,1))*volume*safe_div_null(high-low,ts_ema(high-low,40)),120),ts_ema(volume,120)))",Klinger Volume Oscillator代理40/120,"close,high,low,volume","rank,safe_div_null,sign,ts_delta,ts_ema",simplified_volume_force,"rank(safe_div_null(ts_ema(sign(ts_delta((high + low + close) / 3.0,1))*volume*safe_div_null(high-low,ts_ema(high-low,40)),40)-ts_ema(sign(ts_delta((high + low + close) / 3.0,1))*volume*safe_div_null(high-low,ts_ema(high-low,40)),120),ts_ema(volume,120)))","rank(safe_div_null(ts_ema(sign(ts_delta((high + low + close) / 3.0, 1)) * volume * safe_div_null(high - low, ts_ema(high - low, 40)), 40) - ts_ema(sign(ts_delta((high + low + close) / 3.0, 1)) * volume * safe_div_null(high - low, ts_ema(high - low, 40)), 120), ts_ema(volume, 120)))",,True,"rank,safe_div_null,sign,ts_delta,ts_ema","close,high,low,volume",ts_ema,,,,proxy_archive,promoted_operator_candidate,,pass,235,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:proxy_archive,
pv_v6_a_x_0139,V6,A,extended,extended_admission_candidate,advanced_volume_indicators,klinger_volume_oscillator_proxy_5_20,klinger_volume_flow,5/20,medium,moderate,causal_proxy,"rank(safe_div_null(ts_ema(sign(ts_delta((high + low + close) / 3.0,1))*volume*safe_div_null(high-low,ts_ema(high-low,5)),5)-ts_ema(sign(ts_delta((high + low + close) / 3.0,1))*volume*safe_div_null(high-low,ts_ema(high-low,5)),20),ts_ema(volume,20)))",Klinger Volume Oscillator代理5/20,"close,high,low,volume","rank,safe_div_null,sign,ts_delta,ts_ema",simplified_volume_force,"rank(safe_div_null(ts_ema(sign(ts_delta((high + low + close) / 3.0,1))*volume*safe_div_null(high-low,ts_ema(high-low,5)),5)-ts_ema(sign(ts_delta((high + low + close) / 3.0,1))*volume*safe_div_null(high-low,ts_ema(high-low,5)),20),ts_ema(volume,20)))","rank(safe_div_null(ts_ema(sign(ts_delta((high + low + close) / 3.0, 1)) * volume * safe_div_null(high - low, ts_ema(high - low, 5)), 5) - ts_ema(sign(ts_delta((high + low + close) / 3.0, 1)) * volume * safe_div_null(high - low, ts_ema(high - low, 5)), 20), ts_ema(volume, 20)))",,True,"rank,safe_div_null,sign,ts_delta,ts_ema","close,high,low,volume",ts_ema,,,,proxy_archive,promoted_operator_candidate,,pass,235,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:proxy_archive,
pv_v6_a_x_0349,V6,A,extended,extended_admission_candidate,sar_supertrend_proxies,parabolic_sar_proxy_acceleration_10,parabolic_sar_proxy,10,short,moderate,causal_proxy,"rank((clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,10),10),0.0,1.0)),0.02,0.2))-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,10),10),0.0,1.0)),0.02,0.2)))",10日SAR代理多空加速因子差,"high,low","clip,rank,safe_div_null,ts_argmax,ts_argmin",standard_psar_requires_recursive_state,"rank((clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,10),10),0.0,1.0)),0.02,0.2))-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,10),10),0.0,1.0)),0.02,0.2)))","rank(clip(0.02 + 0.18 * clip(1.0 - ts_argmax(high, 10) / 10, 0.0, 1.0), 0.02, 0.2) - clip(0.02 + 0.18 * clip(1.0 - ts_argmin(low, 10) / 10, 0.0, 1.0), 0.02, 0.2))",safe_div_literal_to_binop,True,"clip,rank,ts_argmax,ts_argmin","high,low","ts_argmax,ts_argmin",,,,proxy_archive,promoted_operator_candidate,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:proxy_archive,
pv_v6_a_x_0350,V6,A,extended,extended_admission_candidate,sar_supertrend_proxies,parabolic_sar_proxy_acceleration_120,parabolic_sar_proxy,120,long,moderate,causal_proxy,"rank((clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,120),120),0.0,1.0)),0.02,0.2))-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,120),120),0.0,1.0)),0.02,0.2)))",120日SAR代理多空加速因子差,"high,low","clip,rank,safe_div_null,ts_argmax,ts_argmin",standard_psar_requires_recursive_state,"rank((clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,120),120),0.0,1.0)),0.02,0.2))-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,120),120),0.0,1.0)),0.02,0.2)))","rank(clip(0.02 + 0.18 * clip(1.0 - ts_argmax(high, 120) / 120, 0.0, 1.0), 0.02, 0.2) - clip(0.02 + 0.18 * clip(1.0 - ts_argmin(low, 120) / 120, 0.0, 1.0), 0.02, 0.2))",safe_div_literal_to_binop,True,"clip,rank,ts_argmax,ts_argmin","high,low","ts_argmax,ts_argmin",,,,proxy_archive,promoted_operator_candidate,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:proxy_archive,
pv_v6_a_x_0351,V6,A,extended,extended_admission_candidate,sar_supertrend_proxies,parabolic_sar_proxy_acceleration_20,parabolic_sar_proxy,20,medium,moderate,causal_proxy,"rank((clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,20),20),0.0,1.0)),0.02,0.2))-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,20),20),0.0,1.0)),0.02,0.2)))",20日SAR代理多空加速因子差,"high,low","clip,rank,safe_div_null,ts_argmax,ts_argmin",standard_psar_requires_recursive_state,"rank((clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,20),20),0.0,1.0)),0.02,0.2))-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,20),20),0.0,1.0)),0.02,0.2)))","rank(clip(0.02 + 0.18 * clip(1.0 - ts_argmax(high, 20) / 20, 0.0, 1.0), 0.02, 0.2) - clip(0.02 + 0.18 * clip(1.0 - ts_argmin(low, 20) / 20, 0.0, 1.0), 0.02, 0.2))",safe_div_literal_to_binop,True,"clip,rank,ts_argmax,ts_argmin","high,low","ts_argmax,ts_argmin",,,,proxy_archive,promoted_operator_candidate,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:proxy_archive,
pv_v6_a_x_0352,V6,A,extended,extended_admission_candidate,sar_supertrend_proxies,parabolic_sar_proxy_acceleration_40,parabolic_sar_proxy,40,medium,moderate,causal_proxy,"rank((clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,40),40),0.0,1.0)),0.02,0.2))-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,40),40),0.0,1.0)),0.02,0.2)))",40日SAR代理多空加速因子差,"high,low","clip,rank,safe_div_null,ts_argmax,ts_argmin",standard_psar_requires_recursive_state,"rank((clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,40),40),0.0,1.0)),0.02,0.2))-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,40),40),0.0,1.0)),0.02,0.2)))","rank(clip(0.02 + 0.18 * clip(1.0 - ts_argmax(high, 40) / 40, 0.0, 1.0), 0.02, 0.2) - clip(0.02 + 0.18 * clip(1.0 - ts_argmin(low, 40) / 40, 0.0, 1.0), 0.02, 0.2))",safe_div_literal_to_binop,True,"clip,rank,ts_argmax,ts_argmin","high,low","ts_argmax,ts_argmin",,,,proxy_archive,promoted_operator_candidate,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:proxy_archive,
pv_v6_a_x_0353,V6,A,extended,extended_admission_candidate,sar_supertrend_proxies,parabolic_sar_proxy_acceleration_60,parabolic_sar_proxy,60,long,moderate,causal_proxy,"rank((clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,60),60),0.0,1.0)),0.02,0.2))-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,60),60),0.0,1.0)),0.02,0.2)))",60日SAR代理多空加速因子差,"high,low","clip,rank,safe_div_null,ts_argmax,ts_argmin",standard_psar_requires_recursive_state,"rank((clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,60),60),0.0,1.0)),0.02,0.2))-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,60),60),0.0,1.0)),0.02,0.2)))","rank(clip(0.02 + 0.18 * clip(1.0 - ts_argmax(high, 60) / 60, 0.0, 1.0), 0.02, 0.2) - clip(0.02 + 0.18 * clip(1.0 - ts_argmin(low, 60) / 60, 0.0, 1.0), 0.02, 0.2))",safe_div_literal_to_binop,True,"clip,rank,ts_argmax,ts_argmin","high,low","ts_argmax,ts_argmin",,,,proxy_archive,promoted_operator_candidate,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:proxy_archive,
pv_v6_a_x_0354,V6,A,extended,extended_admission_candidate,sar_supertrend_proxies,parabolic_sar_proxy_adx_confirm_10,parabolic_sar_proxy,10,short,composite,causal_proxy,"rank(safe_div_null(close-(where((where(ts_ema(close,2)>=ts_ema(close,10),1.0,-1.0))>0.0,ts_min(low,10)+(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,10),10),0.0,1.0)),0.02,0.2))*(ts_max(high,10)-ts_min(low,10)),ts_max(high,10)-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,10),10),0.0,1.0)),0.02,0.2))*(ts_max(high,10)-ts_min(low,10)))),close)*safe_div_null(ADX(high,low,close,5),100.0))",10日SAR代理距离与ADX确认,"close,high,low","ADX,clip,rank,safe_div_null,ts_argmax,ts_argmin,ts_ema,ts_max,ts_min,where",standard_psar_requires_recursive_state,"rank(safe_div_null(close-(where((where(ts_ema(close,2)>=ts_ema(close,10),1.0,-1.0))>0.0,ts_min(low,10)+(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,10),10),0.0,1.0)),0.02,0.2))*(ts_max(high,10)-ts_min(low,10)),ts_max(high,10)-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,10),10),0.0,1.0)),0.02,0.2))*(ts_max(high,10)-ts_min(low,10)))),close)*safe_div_null(ADX(high,low,close,5),100.0))","rank(safe_div_null(close - where(where(ts_ema(close, 2) >= ts_ema(close, 10), 1.0, -1.0) > 0.0, ts_min(low, 10) + clip(0.02 + 0.18 * clip(1.0 - ts_argmax(high, 10) / 10, 0.0, 1.0), 0.02, 0.2) * (ts_max(high, 10) - ts_min(low, 10)), ts_max(high, 10) - clip(0.02 + 0.18 * clip(1.0 - ts_argmin(low, 10) / 10, 0.0, 1.0), 0.02, 0.2) * (ts_max(high, 10) - ts_min(low, 10))), close) * (ADX(high, low, close, 5) / 100.0))",safe_div_literal_to_binop,True,"ADX,clip,rank,safe_div_null,ts_argmax,ts_argmin,ts_ema,ts_max,ts_min,where","close,high,low","ADX,ts_argmax,ts_argmin,ts_ema",,,,proxy_archive,promoted_operator_candidate,,pass,200,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:proxy_archive,
pv_v6_a_x_0355,V6,A,extended,extended_admission_candidate,sar_supertrend_proxies,parabolic_sar_proxy_adx_confirm_120,parabolic_sar_proxy,120,long,composite,causal_proxy,"rank(safe_div_null(close-(where((where(ts_ema(close,30)>=ts_ema(close,120),1.0,-1.0))>0.0,ts_min(low,120)+(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,120),120),0.0,1.0)),0.02,0.2))*(ts_max(high,120)-ts_min(low,120)),ts_max(high,120)-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,120),120),0.0,1.0)),0.02,0.2))*(ts_max(high,120)-ts_min(low,120)))),close)*safe_div_null(ADX(high,low,close,60),100.0))",120日SAR代理距离与ADX确认,"close,high,low","ADX,clip,rank,safe_div_null,ts_argmax,ts_argmin,ts_ema,ts_max,ts_min,where",standard_psar_requires_recursive_state,"rank(safe_div_null(close-(where((where(ts_ema(close,30)>=ts_ema(close,120),1.0,-1.0))>0.0,ts_min(low,120)+(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,120),120),0.0,1.0)),0.02,0.2))*(ts_max(high,120)-ts_min(low,120)),ts_max(high,120)-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,120),120),0.0,1.0)),0.02,0.2))*(ts_max(high,120)-ts_min(low,120)))),close)*safe_div_null(ADX(high,low,close,60),100.0))","rank(safe_div_null(close - where(where(ts_ema(close, 30) >= ts_ema(close, 120), 1.0, -1.0) > 0.0, ts_min(low, 120) + clip(0.02 + 0.18 * clip(1.0 - ts_argmax(high, 120) / 120, 0.0, 1.0), 0.02, 0.2) * (ts_max(high, 120) - ts_min(low, 120)), ts_max(high, 120) - clip(0.02 + 0.18 * clip(1.0 - ts_argmin(low, 120) / 120, 0.0, 1.0), 0.02, 0.2) * (ts_max(high, 120) - ts_min(low, 120))), close) * (ADX(high, low, close, 60) / 100.0))",safe_div_literal_to_binop,True,"ADX,clip,rank,safe_div_null,ts_argmax,ts_argmin,ts_ema,ts_max,ts_min,where","close,high,low","ADX,ts_argmax,ts_argmin,ts_ema",,,,proxy_archive,promoted_operator_candidate,,pass,0,True,pass_non_null,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:proxy_archive,
pv_v6_a_x_0356,V6,A,extended,extended_admission_candidate,sar_supertrend_proxies,parabolic_sar_proxy_adx_confirm_20,parabolic_sar_proxy,20,medium,composite,causal_proxy,"rank(safe_div_null(close-(where((where(ts_ema(close,5)>=ts_ema(close,20),1.0,-1.0))>0.0,ts_min(low,20)+(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,20),20),0.0,1.0)),0.02,0.2))*(ts_max(high,20)-ts_min(low,20)),ts_max(high,20)-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,20),20),0.0,1.0)),0.02,0.2))*(ts_max(high,20)-ts_min(low,20)))),close)*safe_div_null(ADX(high,low,close,10),100.0))",20日SAR代理距离与ADX确认,"close,high,low","ADX,clip,rank,safe_div_null,ts_argmax,ts_argmin,ts_ema,ts_max,ts_min,where",standard_psar_requires_recursive_state,"rank(safe_div_null(close-(where((where(ts_ema(close,5)>=ts_ema(close,20),1.0,-1.0))>0.0,ts_min(low,20)+(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,20),20),0.0,1.0)),0.02,0.2))*(ts_max(high,20)-ts_min(low,20)),ts_max(high,20)-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,20),20),0.0,1.0)),0.02,0.2))*(ts_max(high,20)-ts_min(low,20)))),close)*safe_div_null(ADX(high,low,close,10),100.0))","rank(safe_div_null(close - where(where(ts_ema(close, 5) >= ts_ema(close, 20), 1.0, -1.0) > 0.0, ts_min(low, 20) + clip(0.02 + 0.18 * clip(1.0 - ts_argmax(high, 20) / 20, 0.0, 1.0), 0.02, 0.2) * (ts_max(high, 20) - ts_min(low, 20)), ts_max(high, 20) - clip(0.02 + 0.18 * clip(1.0 - ts_argmin(low, 20) / 20, 0.0, 1.0), 0.02, 0.2) * (ts_max(high, 20) - ts_min(low, 20))), close) * (ADX(high, low, close, 10) / 100.0))",safe_div_literal_to_binop,True,"ADX,clip,rank,safe_div_null,ts_argmax,ts_argmin,ts_ema,ts_max,ts_min,where","close,high,low","ADX,ts_argmax,ts_argmin,ts_ema",,,,proxy_archive,promoted_operator_candidate,,pass,150,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:proxy_archive,
pv_v6_a_x_0357,V6,A,extended,extended_admission_candidate,sar_supertrend_proxies,parabolic_sar_proxy_adx_confirm_40,parabolic_sar_proxy,40,medium,composite,causal_proxy,"rank(safe_div_null(close-(where((where(ts_ema(close,10)>=ts_ema(close,40),1.0,-1.0))>0.0,ts_min(low,40)+(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,40),40),0.0,1.0)),0.02,0.2))*(ts_max(high,40)-ts_min(low,40)),ts_max(high,40)-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,40),40),0.0,1.0)),0.02,0.2))*(ts_max(high,40)-ts_min(low,40)))),close)*safe_div_null(ADX(high,low,close,20),100.0))",40日SAR代理距离与ADX确认,"close,high,low","ADX,clip,rank,safe_div_null,ts_argmax,ts_argmin,ts_ema,ts_max,ts_min,where",standard_psar_requires_recursive_state,"rank(safe_div_null(close-(where((where(ts_ema(close,10)>=ts_ema(close,40),1.0,-1.0))>0.0,ts_min(low,40)+(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,40),40),0.0,1.0)),0.02,0.2))*(ts_max(high,40)-ts_min(low,40)),ts_max(high,40)-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,40),40),0.0,1.0)),0.02,0.2))*(ts_max(high,40)-ts_min(low,40)))),close)*safe_div_null(ADX(high,low,close,20),100.0))","rank(safe_div_null(close - where(where(ts_ema(close, 10) >= ts_ema(close, 40), 1.0, -1.0) > 0.0, ts_min(low, 40) + clip(0.02 + 0.18 * clip(1.0 - ts_argmax(high, 40) / 40, 0.0, 1.0), 0.02, 0.2) * (ts_max(high, 40) - ts_min(low, 40)), ts_max(high, 40) - clip(0.02 + 0.18 * clip(1.0 - ts_argmin(low, 40) / 40, 0.0, 1.0), 0.02, 0.2) * (ts_max(high, 40) - ts_min(low, 40))), close) * (ADX(high, low, close, 20) / 100.0))",safe_div_literal_to_binop,True,"ADX,clip,rank,safe_div_null,ts_argmax,ts_argmin,ts_ema,ts_max,ts_min,where","close,high,low","ADX,ts_argmax,ts_argmin,ts_ema",,,,proxy_archive,promoted_operator_candidate,,pass,50,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:proxy_archive,
pv_v6_a_x_0358,V6,A,extended,extended_admission_candidate,sar_supertrend_proxies,parabolic_sar_proxy_adx_confirm_60,parabolic_sar_proxy,60,long,composite,causal_proxy,"rank(safe_div_null(close-(where((where(ts_ema(close,15)>=ts_ema(close,60),1.0,-1.0))>0.0,ts_min(low,60)+(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,60),60),0.0,1.0)),0.02,0.2))*(ts_max(high,60)-ts_min(low,60)),ts_max(high,60)-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,60),60),0.0,1.0)),0.02,0.2))*(ts_max(high,60)-ts_min(low,60)))),close)*safe_div_null(ADX(high,low,close,30),100.0))",60日SAR代理距离与ADX确认,"close,high,low","ADX,clip,rank,safe_div_null,ts_argmax,ts_argmin,ts_ema,ts_max,ts_min,where",standard_psar_requires_recursive_state,"rank(safe_div_null(close-(where((where(ts_ema(close,15)>=ts_ema(close,60),1.0,-1.0))>0.0,ts_min(low,60)+(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,60),60),0.0,1.0)),0.02,0.2))*(ts_max(high,60)-ts_min(low,60)),ts_max(high,60)-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,60),60),0.0,1.0)),0.02,0.2))*(ts_max(high,60)-ts_min(low,60)))),close)*safe_div_null(ADX(high,low,close,30),100.0))","rank(safe_div_null(close - where(where(ts_ema(close, 15) >= ts_ema(close, 60), 1.0, -1.0) > 0.0, ts_min(low, 60) + clip(0.02 + 0.18 * clip(1.0 - ts_argmax(high, 60) / 60, 0.0, 1.0), 0.02, 0.2) * (ts_max(high, 60) - ts_min(low, 60)), ts_max(high, 60) - clip(0.02 + 0.18 * clip(1.0 - ts_argmin(low, 60) / 60, 0.0, 1.0), 0.02, 0.2) * (ts_max(high, 60) - ts_min(low, 60))), close) * (ADX(high, low, close, 30) / 100.0))",safe_div_literal_to_binop,True,"ADX,clip,rank,safe_div_null,ts_argmax,ts_argmin,ts_ema,ts_max,ts_min,where","close,high,low","ADX,ts_argmax,ts_argmin,ts_ema",,,,proxy_archive,promoted_operator_candidate,,pass,0,True,pass_non_null,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:proxy_archive,
pv_v6_a_x_0359,V6,A,extended,extended_admission_candidate,sar_supertrend_proxies,parabolic_sar_proxy_cross_10,parabolic_sar_proxy,10,short,composite,causal_proxy,"rank(where(close>where((where(ts_ema(close,2)>=ts_ema(close,10),1.0,-1.0))>0.0,ts_min(low,10)+(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,10),10),0.0,1.0)),0.02,0.2))*(ts_max(high,10)-ts_min(low,10)),ts_max(high,10)-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,10),10),0.0,1.0)),0.02,0.2))*(ts_max(high,10)-ts_min(low,10))), 1.0, 0.0) - where(close<where((where(ts_ema(close,2)>=ts_ema(close,10),1.0,-1.0))>0.0,ts_min(low,10)+(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,10),10),0.0,1.0)),0.02,0.2))*(ts_max(high,10)-ts_min(low,10)),ts_max(high,10)-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,10),10),0.0,1.0)),0.02,0.2))*(ts_max(high,10)-ts_min(low,10))), 1.0, 0.0))",10日Parabolic SAR代理穿越,"close,high,low","clip,rank,safe_div_null,ts_argmax,ts_argmin,ts_ema,ts_max,ts_min,where",standard_psar_requires_recursive_state,"rank(where(close>where((where(ts_ema(close,2)>=ts_ema(close,10),1.0,-1.0))>0.0,ts_min(low,10)+(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,10),10),0.0,1.0)),0.02,0.2))*(ts_max(high,10)-ts_min(low,10)),ts_max(high,10)-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,10),10),0.0,1.0)),0.02,0.2))*(ts_max(high,10)-ts_min(low,10))), 1.0, 0.0) - where(close<where((where(ts_ema(close,2)>=ts_ema(close,10),1.0,-1.0))>0.0,ts_min(low,10)+(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmax(high,10),10),0.0,1.0)),0.02,0.2))*(ts_max(high,10)-ts_min(low,10)),ts_max(high,10)-(clip(0.02+0.18*(clip(1.0-safe_div_null(ts_argmin(low,10),10),0.0,1.0)),0.02,0.2))*(ts_max(high,10)-ts_min(low,10))), 1.0, 0.0))","rank(where(close > where(where(ts_ema(close, 2) >= ts_ema(close, 10), 1.0, -1.0) > 0.0, ts_min(low, 10) + clip(0.02 + 0.18 * clip(1.0 - ts_argmax(high, 10) / 10, 0.0, 1.0), 0.02, 0.2) * (ts_max(high, 10) - ts_min(low, 10)), ts_max(high, 10) - clip(0.02 + 0.18 * clip(1.0 - ts_argmin(low, 10) / 10, 0.0, 1.0), 0.02, 0.2) * (ts_max(high, 10) - ts_min(low, 10))), 1.0, 0.0) - where(close < where(where(ts_ema(close, 2) >= ts_ema(close, 10), 1.0, -1.0) > 0.0, ts_min(low, 10) + clip(0.02 + 0.18 * clip(1.0 - ts_argmax(high, 10) / 10, 0.0, 1.0), 0.02, 0.2) * (ts_max(high, 10) - ts_min(low, 10)), ts_max(high, 10) - clip(0.02 + 0.18 * clip(1.0 - ts_argmin(low, 10) / 10, 0.0, 1.0), 0.02, 0.2) * (ts_max(high, 10) - ts_min(low, 10))), 1.0, 0.0))",safe_div_literal_to_binop,True,"clip,rank,ts_argmax,ts_argmin,ts_ema,ts_max,ts_min,where","close,high,low","ts_argmax,ts_argmin,ts_ema",,,,proxy_archive,promoted_operator_candidate,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:proxy_archive,
