# Operator Master List Gap Analysis - HEAD: 854bdc2278678e3db03c894c059cd5fdbb7dac1b
# Generated: 2026-08-12
# Total candidates: 245
# ARCHITECTURE_SUPERSEDED: 1
# BLOCKED_DATA_CONTRACT: 2
# EXISTING_ALIAS: 6
# EXISTING_EQUIVALENT: 1
# EXISTING_EXACT: 6
# PROD_RECERTIFY: 22
# RESEARCH_ONLY: 34
# TRUE_GAP_IMPLEMENT: 173

candidate,source_round,current_exact,current_alias,semantic_equivalent,composable,replacement,current_surface,pandas_backend,polars_backend,duckdb_backend,field_legal,pit_legal,stateful,checkpointable,parameter_evidence,disposition,reason
ts_butterworth_lowpass_causal,PROD_RECERTIFY,ts_butterworth_lowpass_causal,,,,,extended,,,,,,,,,PROD_RECERTIFY,"Exists in extended surface, needs backend/evidence certification"
ts_causal_local_linear_smoother,PROD_RECERTIFY,ts_causal_local_linear_smoother,,,,,extended,,,,,,,,,PROD_RECERTIFY,"Exists in extended surface, needs backend/evidence certification"
ts_causal_savgol_endpoint,FILTER_STATE,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
ts_event_decay_kernel,PRIMITIVES,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
ts_ewm_std,R43,ts_ewm_std,,,,,extended,,,,,,,,,EXISTING_EXACT,Found in extended surface
ts_fir_lowpass_causal,FILTER_STATE,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
ts_h_infinity_level_filter,FILTER_STATE,,,,,,,,,,,,,,,RESEARCH_ONLY,"Complex ML/topological method, research surface first"
ts_hampel_filter_causal,PROD_RECERTIFY,ts_hampel_filter_causal,,,,,extended,,,,,,,,,PROD_RECERTIFY,"Exists in extended surface, needs backend/evidence certification"
ts_kama,PROD_RECERTIFY,ts_kama,,,,,extended,,,,,,,,,PROD_RECERTIFY,"Exists in extended surface, needs backend/evidence certification"
ts_l1_trend_filter_trailing,FILTER_STATE,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
ts_lagged_predictability_score,R47,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
ts_mcginley_dynamic,FILTER_STATE,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
ts_median3_causal,PROD_RECERTIFY,ts_median3_causal,,,,,extended,,,,,,,,,PROD_RECERTIFY,"Exists in extended surface, needs backend/evidence certification"
ts_modwt_denoise_trailing,FILTER_STATE,,,,,,,,,,,,,,,RESEARCH_ONLY,"Complex ML/topological method, research surface first"
ts_nlms_filter,FILTER_STATE,,,,,,,,,,,,,,,RESEARCH_ONLY,"Complex ML/topological method, research surface first"
ts_one_euro_filter,FILTER_STATE,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
ts_online_change_point_score,PRIMITIVES,,,,,,,,,,,,,,,RESEARCH_ONLY,"Complex ML/topological method, research surface first"
ts_particle_filter_level,FILTER_STATE,,,,,,,,,,,,,,,RESEARCH_ONLY,"Complex ML/topological method, research surface first"
ts_quantile_range,PROD_RECERTIFY,ts_quantile_range,,,,,extended,,,,,,,,,PROD_RECERTIFY,"Exists in extended surface, needs backend/evidence certification"
ts_rls_filter,FILTER_STATE,,,,,,,,,,,,,,,RESEARCH_ONLY,"Complex ML/topological method, research surface first"
ts_robust_ema,PROD_RECERTIFY,ts_robust_ema,,,,,extended,,,,,,,,,PROD_RECERTIFY,"Exists in extended surface, needs backend/evidence certification"
ts_robust_kalman_level,FILTER_STATE,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
ts_robust_zscore_inclusive,PROD_RECERTIFY,ts_robust_zscore_inclusive,,,,,extended,,,,,,,,,PROD_RECERTIFY,"Exists in extended surface, needs backend/evidence certification"
ts_robust_zscore_prior,PROD_RECERTIFY,ts_robust_zscore_prior,,,,,extended,,,,,,,,,PROD_RECERTIFY,"Exists in extended surface, needs backend/evidence certification"
ts_rolling_median_causal,PROD_RECERTIFY,ts_rolling_median_causal,,,,,extended,,,,,,,,,PROD_RECERTIFY,"Exists in extended surface, needs backend/evidence certification"
ts_spectral_lowpass_trailing,FILTER_STATE,,,,,,,,,,,,,,,RESEARCH_ONLY,"Complex ML/topological method, research surface first"
ts_ssa_denoise_trailing,FILTER_STATE,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
ts_student_t_kalman_filter,FILTER_STATE,,,,,,,,,,,,,,,RESEARCH_ONLY,"Complex ML/topological method, research surface first"
ts_super_smoother,PROD_RECERTIFY,ts_super_smoother,,,,,extended,,,,,,,,,PROD_RECERTIFY,"Exists in extended surface, needs backend/evidence certification"
ts_total_variation_filter_trailing,FILTER_STATE,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
ts_trimmed_mean,PROD_RECERTIFY,ts_trimmed_mean,,,,,extended,,,,,,,,,PROD_RECERTIFY,"Exists in extended surface, needs backend/evidence certification"
ts_vidya,FILTER_STATE,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
ts_wavelet_shrinkage_trailing,FILTER_STATE,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
turnover_chip_age_cost_surface,R45,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
turnover_chip_distribution,R45,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
turnover_chip_distribution_transport,R45,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
turnover_chip_overhang_surface,R46,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
winsorized_ratio,R41,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
years_since_date,FISCAL_RELATION,,,,,,,,,,,,,,,TRUE_GAP_IMPLEMENT,"Not found in current implementation, needs development"
