candidate,source_round,current_exact,current_alias,semantic_equivalent,composable,replacement,current_surface,pandas_backend,polars_backend,duckdb_backend,field_legal,pit_legal,stateful,checkpointable,parameter_evidence,disposition,reason
date_diff_days,FiscalRelation,YES,,,,,,NO,NO,NO,YES,YES,,,,EXISTING_EXACT,Exact canonical match in registry
fin_seasonal_zscore,FiscalRelation,YES,,,,,,NO,NO,NO,YES,YES,,,,EXISTING_EXACT,Exact canonical match in registry
fin_seasonal_percentile,FiscalRelation,YES,,,,,,NO,NO,NO,YES,YES,,,,EXISTING_EXACT,Exact canonical match in registry
fiscal_true_streak,FiscalRelation,YES,,,,,,NO,NO,NO,YES,YES,,,,EXISTING_EXACT,Exact canonical match in registry
group_cs_resid,FiscalRelation,,,,,,,,,,YES,YES,,,,TRUE_GAP_IMPLEMENT,No existing implementation found; Cross-sectional operator
holder_concentration_change,FiscalRelation,YES,,,,,,NO,NO,NO,YES,YES,,,,EXISTING_EXACT,Exact canonical match in registry
laborforce_efficiency,FiscalRelation,,,,,,,,,,NO,YES,,,,BLOCKED_BY_DATA_CONTRACT,Missing required data fields or needs schema contract
relation_entropy,FiscalRelation,YES,,,,,,NO,NO,NO,YES,YES,,,,EXISTING_EXACT,Exact canonical match in registry
relation_jaccard,FiscalRelation,YES,,,,,,NO,NO,NO,YES,YES,,,,EXISTING_EXACT,Exact canonical match in registry
relation_period_change,FiscalRelation,,,,,,,,,,YES,YES,,,,TRUE_GAP_IMPLEMENT,No existing implementation found; Relational operator
revision_delta,FiscalRelation,YES,,,,,,NO,NO,NO,YES,YES,,,,EXISTING_EXACT,Exact canonical match in registry
years_since_date,FiscalRelation,,,,,,,,,,YES,YES,,,,TRUE_GAP_IMPLEMENT,No existing implementation found
fundamental_staleness_days,FiscalRelation,,,,,,,,,,YES,YES,,,,TRUE_GAP_IMPLEMENT,No existing implementation found; Fundamental/fiscal operator
fiscal_rolling_slope,FiscalRelation,,,,,,,,,,YES,YES,,,,TRUE_GAP_IMPLEMENT,No existing implementation found; Fundamental/fiscal operator
ts_hampel_filter_causal,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
ts_median3_causal,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
ts_rolling_median_causal,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
ts_robust_ema,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
ts_super_smoother,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
ts_kama,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
ts_butterworth_lowpass_causal,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
ts_causal_local_linear_smoother,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
state_adaptive_deadband,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
state_rank_deadband,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
state_quantile_hysteresis,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
state_adaptive_slew_limit,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
state_l1_turnover_prox,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
state_l2_partial_adjustment,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
state_cost_aware_deadband,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
state_cost_aware_slew,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
state_confidence_weighted_ema,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
state_uncertainty_deadband,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
ts_quantile_range,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
ts_trimmed_mean,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
ts_robust_zscore_inclusive,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
ts_robust_zscore_prior,ExistingRecertify,YES,,,,,,NO,NO,NO,YES,YES,,,,PROD_RECERTIFY,Existing operator requiring production recertification
