file,line,pattern,hazard_class,context
cleaned_operators/composition.py,344,"np.log",DOMAIN,"ts)     if n_parts > 1:         norm = ent / np.log(n_parts)         out[valid] = norm[valid]     # n_par"
cleaned_operators/composition.py,416,"np.log",DOMAIN,"or.     balance = np.sqrt(r * s / (r + s)) * np.log(gmean_a / gmean_b)     out = np.full(logs.shape[1:], "
cleaned_operators/composition.py,450,"np.log",DOMAIN,"m = 0.5 * (p + q)     js = 0.5 * np.sum(p * (np.log(p + _EPS) - np.log(m + _EPS)), axis=0) + 0.5 * np.sum"
cleaned_operators/composition.py,450,"np.log",DOMAIN,"   js = 0.5 * np.sum(p * (np.log(p + _EPS) - np.log(m + _EPS)), axis=0) + 0.5 * np.sum(         q * (np.l"
cleaned_operators/composition.py,451,"np.log",DOMAIN,"_EPS)), axis=0) + 0.5 * np.sum(         q * (np.log(q + _EPS) - np.log(m + _EPS)), axis=0     )     out ="
cleaned_operators/composition.py,451,"np.log",DOMAIN,".5 * np.sum(         q * (np.log(q + _EPS) - np.log(m + _EPS)), axis=0     )     out = np.full(logs.shape"
cleaned_operators/conditional_dependence.py,203,"np.log",DOMAIN,"     continue                     te += p * (np.log(p) + np.log(ptc[j, l]) - np.log(p_denom))     return "
cleaned_operators/conditional_dependence.py,203,"np.log",DOMAIN,"e                     te += p * (np.log(p) + np.log(ptc[j, l]) - np.log(p_denom))     return float(max(te"
cleaned_operators/conditional_dependence.py,203,"np.log",DOMAIN,"  te += p * (np.log(p) + np.log(ptc[j, l]) - np.log(p_denom))     return float(max(te, 0.0))   def _tri_r"
cleaned_operators/cross_section/panel_model.py,133,"np.nanmean",MISSING_TOPOLOGY," INACTIVE and is     dropped from the fit (``np.nanmean`` on an all-NaN column would otherwise     leak N"
cleaned_operators/cross_section/panel_model.py,157,"np.nanmean",MISSING_TOPOLOGY,"urn None     sub = X[:, active]     mu_sub = np.nanmean(sub, axis=0)     sd_sub = np.nanstd(sub, axis=0) "
cleaned_operators/cross_section/panel_model.py,170,"astype(float)",UNKNOWN_TO_ZERO," consume.     coverage = finite_count[active].astype(float) / float(window)     return {         "active""
cleaned_operators/cross_section/panel_model.py,239,"np.argmax",TIE_POLICY,"== 0:         return loading     k = fin[int(np.argmax(np.abs(loading[fin])))]     if loading[k] < 0:    "
cleaned_operators/cross_section/panel_model.py,786,"np.nanmean",MISSING_TOPOLOGY,"        sub = Xw[:, active]             mu = np.nanmean(sub, axis=0)             sd = np.nanstd(sub, axis"
cleaned_operators/cross_section/robust_cs.py,284,"np.log",DOMAIN," k=int(k)).to_numpy(dtype=float)     return -np.log(knn + _EPS)   _mk(     "cs_local_density_score",     "
cleaned_operators/cross_section/robust_cs.py,384,"np.argsort",TIE_POLICY,"along_axis(d2, part, axis=1)         order = np.argsort(pd2, axis=1)         part = np.take_along_axis(pa"
cleaned_operators/cross_section/robust_cs.py,486,"np.argsort",TIE_POLICY,"() < 2:             continue         order = np.argsort(np.argsort(a[valid]))         out[row, valid] = o"
cleaned_operators/cross_section/robust_cs.py,486,"np.argsort",TIE_POLICY,"         continue         order = np.argsort(np.argsort(a[valid]))         out[row, valid] = order / (val"
cleaned_operators/cross_section_ext.py,175,"np.argsort",TIE_POLICY,"e handling)."""     n = arr.size     order = np.argsort(arr, kind="stable")     ranks = np.empty(n, dtype"
cleaned_operators/cross_section_ext.py,248,"np.argsort",TIE_POLICY,"iginal (unsorted) order.     """     order = np.argsort(x_vals, kind="stable")     xs = x_vals[order]    "
cleaned_operators/cross_section_ext.py,254,"astype(float)",UNKNOWN_TO_ZERO,"at(wsum, inv, ys)     y_level = wsum / counts.astype(float)     sign = -1.0 if decreasing else 1.0     fi"
cleaned_operators/cross_section_ext.py,256,"astype(float)",UNKNOWN_TO_ZERO,"level = _pava_weighted(sign * y_level, counts.astype(float))     if decreasing:         fit_level = -fit_"
cleaned_operators/cross_section_ext.py,271,"astype(float)",UNKNOWN_TO_ZERO,"nite(xr) & np.isfinite(yr)         xs = xr[m].astype(float)         ys = yr[m].astype(float)         # R6"
cleaned_operators/cross_section_ext.py,272,"astype(float)",UNKNOWN_TO_ZERO,"  xs = xr[m].astype(float)         ys = yr[m].astype(float)         # R6-137: 2-3 stocks fit an isotonic "
cleaned_operators/cross_section_ext.py,314,"astype(float)",UNKNOWN_TO_ZERO,"te(xw) & np.isfinite(yw)         xs_p = xw[m].astype(float)         ys_p = yw[m].astype(float)         if"
cleaned_operators/cross_section_ext.py,315,"astype(float)",UNKNOWN_TO_ZERO,"_p = xw[m].astype(float)         ys_p = yw[m].astype(float)         if xs_p.size < _MIN_ISOTONIC_BREADTH:"
cleaned_operators/cross_section_ext.py,327,"astype(float)",UNKNOWN_TO_ZERO,"ite(xr) & np.isfinite(yr)         xs = xr[m2].astype(float)         ys = yr[m2].astype(float)         if "
cleaned_operators/cross_section_ext.py,328,"astype(float)",UNKNOWN_TO_ZERO,"xs = xr[m2].astype(float)         ys = yr[m2].astype(float)         if xs.size < _MIN_ISOTONIC_BREADTH:  "
cleaned_operators/cross_section_ext.py,431,"astype(float)",UNKNOWN_TO_ZERO," np.isfinite(a) & np.isfinite(b)     a = a[m].astype(float)     b = b[m].astype(float)     # R6-136: 3 al"
cleaned_operators/cross_section_ext.py,432,"astype(float)",UNKNOWN_TO_ZERO,"te(b)     a = a[m].astype(float)     b = b[m].astype(float)     # R6-136: 3 aligned samples trivially giv"
cleaned_operators/cross_section_ext.py,461,"np.argmin",TIE_POLICY,"min_edge), min_edge, np.inf)         u = int(np.argmin(cand))         if not np.isfinite(cand[u]):       "
cleaned_operators/cross_section_local.py,97,"np.argsort",TIE_POLICY,"k-column ordering (P1-42/45)."""     order = np.argsort(vals, kind="mergesort")     s = vals[order]     r"
cleaned_operators/cross_section_local.py,487,"np.log",DOMAIN,"opy:             ent = float(-np.sum(joint * np.log(joint)))             # Miller-Madow entropy bias + no"
cleaned_operators/cross_section_local.py,491,"np.log",DOMAIN,"1) / (2.0 * N)             out[t, :] = ent / np.log(float(g * g))         else:             pu = joint.su"
cleaned_operators/cross_section_local.py,502,"np.log",DOMAIN,"      continue                     mi += p * np.log(p / denom)             # Miller-Madow MI bias correct"
cleaned_operators/dependence_ext.py,70,"np.argsort",TIE_POLICY,"the mean rank."""     n = v.size     order = np.argsort(v, kind="stable")     ranks = np.empty(n, dtype=f"
cleaned_operators/dependence_ext.py,86,"searchsorted",NEEDS_MANUAL_REVIEW,"ce(0.0, 1.0, bins + 1)[1:-1])     bucket = np.searchsorted(cuts, values, side="right")     return np.clip"
cleaned_operators/dependence_ext.py,92,"np.log",DOMAIN," / float(total)     return float(-np.sum(p * np.log(p)))   def _chatterjee_xi(xv: np.ndarray, yv: np.ndar"
cleaned_operators/dependence_ext.py,108,"np.lexsort",TIE_POLICY,"rder the stable sort would use).     order = np.lexsort((yv, xv))  # primary X, secondary Y     sy = yv[o"
cleaned_operators/dependence_ext.py,111,"astype(float)",UNKNOWN_TO_ZERO,"= np.searchsorted(s_sorted, sy, side="right").astype(float)  # max-rank     l = (n - np.searchsorted(s_so"
cleaned_operators/dependence_ext.py,111,"searchsorted",NEEDS_MANUAL_REVIEW,"[order]     s_sorted = np.sort(sy)     r = np.searchsorted(s_sorted, sy, side="right").astype(float)  # m"
cleaned_operators/dependence_ext.py,112,"astype(float)",UNKNOWN_TO_ZERO,"- np.searchsorted(s_sorted, sy, side="left")).astype(float)  # #{≥}     denom = 2.0 * float(np.sum(l * (n"
cleaned_operators/dependence_ext.py,112,"searchsorted",NEEDS_MANUAL_REVIEW,"t").astype(float)  # max-rank     l = (n - np.searchsorted(s_sorted, sy, side="left")).astype(float)  # #"
cleaned_operators/dependence_ext.py,116,"np.diff",GAP_COMPRESSION,"nan     return float(1.0 - n * np.sum(np.abs(np.diff(r))) / denom)   def _rbf_kernel(v: np.ndarray) -> np"
cleaned_operators/dependence_ext.py,170,"astype(float)",UNKNOWN_TO_ZERO,"ins)     cz = np.bincount(bz, minlength=bins).astype(float)     if cz.sum() == 0:         return np.nan  "
cleaned_operators/dependence_ext.py,194,"np.log",DOMAIN,"        return np.nan     return float(cmi / np.log(eff))   def _double_center(v: np.ndarray) -> np.ndarr"
cleaned_operators/dependence_ext.py,256,"astype(float)",UNKNOWN_TO_ZERO," continue             out[r, c] = kernel(a[m].astype(float), b[m].astype(float), cc[m].astype(float))    "
cleaned_operators/dependence_ext.py,256,"astype(float)",UNKNOWN_TO_ZERO,"  out[r, c] = kernel(a[m].astype(float), b[m].astype(float), cc[m].astype(float))     return out   # ----"
cleaned_operators/dependence_ext.py,256,"astype(float)",UNKNOWN_TO_ZERO,"a[m].astype(float), b[m].astype(float), cc[m].astype(float))     return out   # -------------------------"
cleaned_operators/direction_concentration.py,269,"np.log",DOMAIN,"/ total     entropy = float(-np.sum(shares * np.log(shares + 1e-300)))     if normalize and shares.size >"
cleaned_operators/direction_concentration.py,271,"np.log",DOMAIN,"shares.size > 1:         entropy = entropy / np.log(shares.size)     return entropy   @register_operator("
cleaned_operators/distribution_break.py,274,"np.argsort",TIE_POLICY,"of ``a``, ties sharing the mean rank.      ``np.argsort(np.argsort(x))`` assigns arbitrary *competition* "
cleaned_operators/distribution_break.py,274,"np.argsort",TIE_POLICY,"ies sharing the mean rank.      ``np.argsort(np.argsort(x))`` assigns arbitrary *competition* ranks to ti"
cleaned_operators/distribution_break.py,282,"astype(float)",UNKNOWN_TO_ZERO,"   n = a.size     if n == 0:         return a.astype(float)     order = np.argsort(a, kind="stable")     "
cleaned_operators/distribution_break.py,283,"np.argsort",TIE_POLICY,":         return a.astype(float)     order = np.argsort(a, kind="stable")     sorted_a = a[order]     ran"
cleaned_operators/dmd.py,134,"np.log",DOMAIN,"     m = float(max(xs))     return m + float(np.log(np.sum(np.exp(np.asarray(xs, dtype=float) - m))))   d"
cleaned_operators/dmd.py,153,"np.log",DOMAIN,"if abs(r - 1.0) < 1e-6:         return float(np.log(np.sum(r ** np.arange(K, dtype=float))))     if r > 1"
cleaned_operators/dmd.py,155,"np.log",DOMAIN,"     if r > 1.0:         K_log_r = K * float(np.log(r))         # log((r^K - 1)/(r - 1)) = K log r + log("
cleaned_operators/dmd.py,160,"np.log",DOMAIN,"og1p(-np.exp(-K_log_r)))             - float(np.log(r - 1.0))         )     # r < 1: log((1 - r^K)/(1 - r"
cleaned_operators/dmd.py,163,"np.log",DOMAIN,"     return float(np.log1p(-np.exp(K * float(np.log(r))))) - float(np.log1p(-r))   def _hankel_dmd(v: np."
cleaned_operators/dmd.py,227,"np.log",DOMAIN,"    log_b2 = np.where(abs_b == 0.0, -np.inf, np.log(abs_b ** 2))     log_energy = log_b2 + log_sum     or"
cleaned_operators/dmd.py,229,"np.argsort",TIE_POLICY,"   log_energy = log_b2 + log_sum     order = np.argsort(-log_energy)     return {         "eig": eig_vals"
cleaned_operators/dmd.py,259,"np.log",DOMAIN,"float(np.nan) if abs(lam0) == 0.0 else float(np.log(abs(lam0)))             elif which == "frequency":   "
cleaned_operators/dmd.py,335,"np.log",DOMAIN,"np.isfinite(total_log) or total_log <= float(np.log(_EPS)):                     continue                 "
cleaned_operators/docs/operator_doc_semantics.py,782,"ffill",STATE_HISTORY,"tilde{x} = x \text{ 若有限，否则 fill}"),         "ffill": ("前向填充", "用上一个有效值填充", r"\tilde{x}_t = x_{t'} \text{，"
cleaned_operators/docs/operator_doc_semantics.py,783,"bfill",STATE_HISTORY,"'=\max\{s\le t: x_s \text{ 有效}\}"),         "bfill": ("后向填充", "用下一个有效值填充", r"\tilde{x}_t = x_{t'} \text{，"
cleaned_operators/dynamic_knn.py,61,"np.argsort",TIE_POLICY,"ranks canonicalise ties.     """     order = np.argsort(vals, kind="mergesort")     s = vals[order]     r"
cleaned_operators/dynamic_knn.py,104,"np.argsort",TIE_POLICY,"nite != i]     ds = dist[finite]     order = np.argsort(ds, kind="stable")     kth = ds[order[k - 1]]    "
cleaned_operators/event_interval.py,109,"astype(float)",UNKNOWN_TO_ZERO,":         return None     taus = np.diff(pos).astype(float)     for idx in range(taus.size):         a, b"
cleaned_operators/event_interval.py,109,"np.diff",GAP_COMPRESSION,"pos.size < 2:         return None     taus = np.diff(pos).astype(float)     for idx in range(taus.size): "
cleaned_operators/event_interval.py,127,"searchsorted",NEEDS_MANUAL_REVIEW,"   i0 = max(0, r - w + 1)             lo = np.searchsorted(ev_pos, i0, side="left")             hi = np.s"
cleaned_operators/event_interval.py,128,"searchsorted",NEEDS_MANUAL_REVIEW,"(ev_pos, i0, side="left")             hi = np.searchsorted(ev_pos, r, side="right")             taus = _w"
cleaned_operators/event_interval.py,152,"searchsorted",NEEDS_MANUAL_REVIEW,"   i0 = max(0, r - w + 1)             lo = np.searchsorted(ev_pos, i0, side="left")             hi = np.s"
cleaned_operators/event_interval.py,153,"searchsorted",NEEDS_MANUAL_REVIEW,"(ev_pos, i0, side="left")             hi = np.searchsorted(ev_pos, r, side="right")             taus = _w"
cleaned_operators/event_response.py,145,"astype(float)",UNKNOWN_TO_ZERO,"   continue                 seg = window_vals.astype(float)             else:                 finite = wi"
cleaned_operators/event_response.py,410,"astype(float)",UNKNOWN_TO_ZERO,"       continue             curves.append(seg.astype(float))             totals.append(float(seg.sum())) "
cleaned_operators/event_response.py,418,"np.argmax",TIE_POLICY," > _EPS:             peak_lag[t] = float(int(np.argmax(np.abs(m))) + 1) / H             half = max(1, H /"
cleaned_operators/event_response.py,425,"np.log",DOMAIN,"of log(|m|+eps) on lag index             y = np.log(np.abs(m) + _EPS)             xs = np.arange(1.0, H +"
cleaned_operators/evt_allan.py,51,"np.log",DOMAIN,",     union_extended, )  _EPS = 1e-12 _LN2 = np.log(2.0)  # R5 P1-01: authoritative contracts — ``k``/``k"
cleaned_operators/evt_allan.py,154,"np.log",DOMAIN,"_EPS:         return np.nan     return float(np.log(numer / denom) / _LN2)   # --------------------------"
cleaned_operators/evt_allan.py,170,"np.log",DOMAIN,"      return np.nan     return float(np.mean(np.log(top / threshold)))   def _threshold_stability(v: np.n"
cleaned_operators/evt_allan.py,269,"np.diff",GAP_COMPRESSION,"c <= _EPS:         return np.nan     diffs = np.diff(counts)  # N_{k+1} − N_k     af = float(np.mean(diff"
cleaned_operators/extreme_tail.py,90,"np.diff",GAP_COMPRESSION,"oat(np.std(vals))     sd_diff = float(np.std(np.diff(vals)))     # sd_diff ~ 0 -> a deterministic smooth "
cleaned_operators/extreme_tail.py,197,"np.log",DOMAIN,"         continue         xi = float(np.mean(np.log(ratios)))         if np.isfinite(xi):             out"
cleaned_operators/feature_geometry.py,251,"np.log",DOMAIN,"e(p)     nz = p > 0.0     plog[nz] = p[nz] * np.log(p[nz])     ent = float(-np.sum(plog))     return floa"
cleaned_operators/feature_geometry.py,282,"np.argmax",TIE_POLICY,"gest-|loading| element positive.     k = int(np.argmax(np.abs(v1)))     if v1[k] < 0:         v1 = -v1   "
cleaned_operators/fiscal_strict.py,412,"astype(float)",UNKNOWN_TO_ZERO,"licy):     ordinal = ordinal_frame(period_id).astype(float)     return pd_period_lag(ordinal, period_id, "
cleaned_operators/fiscal_strict.py,420,"astype(float)",UNKNOWN_TO_ZERO,"   current_ordinal = ordinal_frame(period_id).astype(float)         prior_ordinal = _ordinal_lag(period_i"
cleaned_operators/fiscal_strict.py,449,"np.log",DOMAIN,"       valid &= ratio.gt(0)         result = np.log(ratio.where(valid))     else:         raise ValueErro"
cleaned_operators/fiscal_strict.py,456,"astype(float)",UNKNOWN_TO_ZERO,"licy):     ordinal = ordinal_frame(period_id).astype(float)     pieces = [x]     strict = finite_pd(x)   "
cleaned_operators/fiscal_strict.py,524,"astype(float)",UNKNOWN_TO_ZERO,"olicy)     ordinal = ordinal_frame(period_id).astype(float)     previous = pd_period_lag(x, period_id, 1,"
cleaned_operators/fiscal_strict.py,538,"astype(float)",UNKNOWN_TO_ZERO,"cal_quarter)         quarter = fiscal_quarter.astype(float)     consecutive = ordinal.sub(previous_ordina"
cleaned_operators/fundamental/accruals_scores.py,424,"ffill",STATE_HISTORY,"g-day     # shifts: with daily PubDate as-of ffill, ``roa.shift(1)`` is almost always     # the SAME repo"
cleaned_operators/fundamental/accruals_scores.py,436,"astype(float)",UNKNOWN_TO_ZERO," passed = (         ((roa > 0) & roa.notna()).astype(float)         + ((ocf > 0) & ocf.notna()).astype(fl"
cleaned_operators/fundamental/accruals_scores.py,437,"astype(float)",UNKNOWN_TO_ZERO,"pe(float)         + ((ocf > 0) & ocf.notna()).astype(float)         + ((roa_d > 0) & roa_d.notna()).astyp"
cleaned_operators/fundamental/accruals_scores.py,438,"astype(float)",UNKNOWN_TO_ZERO,"loat)         + ((roa_d > 0) & roa_d.notna()).astype(float)         + ((ocf > net_profit) & ocf.notna() &"
cleaned_operators/fundamental/accruals_scores.py,439,"astype(float)",UNKNOWN_TO_ZERO,"t_profit) & ocf.notna() & net_profit.notna()).astype(float)         + ((lev_d < 0) & lev_d.notna()).astyp"
cleaned_operators/fundamental/accruals_scores.py,440,"astype(float)",UNKNOWN_TO_ZERO,"loat)         + ((lev_d < 0) & lev_d.notna()).astype(float)         + ((cr_d > 0) & cr_d.notna()).astype("
cleaned_operators/fundamental/accruals_scores.py,441,"astype(float)",UNKNOWN_TO_ZERO,"(float)         + ((cr_d > 0) & cr_d.notna()).astype(float)         + ((cap_g <= issuance_threshold) & ca"
cleaned_operators/fundamental/accruals_scores.py,442,"astype(float)",UNKNOWN_TO_ZERO,"cap_g <= issuance_threshold) & cap_g.notna()).astype(float)         + ((gm_d > 0) & gm_d.notna()).astype("
cleaned_operators/fundamental/accruals_scores.py,443,"astype(float)",UNKNOWN_TO_ZERO,"(float)         + ((gm_d > 0) & gm_d.notna()).astype(float)         + ((at_d > 0) & at_d.notna()).astype("
cleaned_operators/fundamental/accruals_scores.py,444,"astype(float)",UNKNOWN_TO_ZERO,"(float)         + ((at_d > 0) & at_d.notna()).astype(float)     )     observed = (         roa.notna().as"
cleaned_operators/fundamental/accruals_scores.py,447,"astype(float)",UNKNOWN_TO_ZERO,"t)     )     observed = (         roa.notna().astype(float)         + ocf.notna().astype(float)         +"
cleaned_operators/fundamental/accruals_scores.py,448,"astype(float)",UNKNOWN_TO_ZERO,"a.notna().astype(float)         + ocf.notna().astype(float)         + roa_d.notna().astype(float)        "
cleaned_operators/fundamental/accruals_scores.py,449,"astype(float)",UNKNOWN_TO_ZERO,"notna().astype(float)         + roa_d.notna().astype(float)         + (ocf.notna() & net_profit.notna())."
cleaned_operators/fundamental/accruals_scores.py,450,"astype(float)",UNKNOWN_TO_ZERO,"         + (ocf.notna() & net_profit.notna()).astype(float)         + lev_d.notna().astype(float)        "
cleaned_operators/fundamental/accruals_scores.py,451,"astype(float)",UNKNOWN_TO_ZERO,"otna()).astype(float)         + lev_d.notna().astype(float)         + cr_d.notna().astype(float)         "
cleaned_operators/fundamental/accruals_scores.py,452,"astype(float)",UNKNOWN_TO_ZERO,".notna().astype(float)         + cr_d.notna().astype(float)         + cap_g.notna().astype(float)        "
cleaned_operators/fundamental/accruals_scores.py,453,"astype(float)",UNKNOWN_TO_ZERO,"notna().astype(float)         + cap_g.notna().astype(float)         + gm_d.notna().astype(float)         "
cleaned_operators/fundamental/accruals_scores.py,454,"astype(float)",UNKNOWN_TO_ZERO,".notna().astype(float)         + gm_d.notna().astype(float)         + at_d.notna().astype(float)     )   "
cleaned_operators/fundamental/accruals_scores.py,455,"astype(float)",UNKNOWN_TO_ZERO,".notna().astype(float)         + at_d.notna().astype(float)     )     normalized = passed / observed.wher"
cleaned_operators/fundamental/accruals_scores.py,716,"astype(float)",UNKNOWN_TO_ZERO,"e_growth,     )     cov = pd.DataFrame(counts.astype(float), index=roa.index, columns=roa.columns)     re"
cleaned_operators/fundamental/component_score.py,130,"astype(float)",UNKNOWN_TO_ZERO,"er of component panels")          arrays = [f.astype(float).to_numpy(dtype=float) for f in aligned]      "
cleaned_operators/fundamental/component_score.py,140,"np.nansum",MISSING_TOPOLOGY,"tate(invalid="ignore"):             scored = np.nansum(contributions, axis=2)         any_finite = np.any"
cleaned_operators/fundamental/expectation_v2.py,180,"astype(float)",UNKNOWN_TO_ZERO,"= _revision_event(expected, target_period_id).astype(float).rolling(         window, min_periods=1     )."
cleaned_operators/fundamental/expectation_v2.py,421,"ffill",STATE_HISTORY," operator cannot prove that # from two daily ffill panels alone (a same-day consensus revision after the "
cleaned_operators/fundamental/ops.py,32,"ffill",STATE_HISTORY,"告期。      旧实现按 trading-day row 滚动（daily as-of ffill 下 ttm=最近4个交易日相加），     与严格 fiscal-ordinal 语义不一致。请改用 str"
cleaned_operators/fundamental/ops.py,39,"ffill",STATE_HISTORY,"        description="Deprecated: 按交易日行滚动 TTM，ffill 下语义错误；改用 ttm_from_quarterly / ttm_from_cumulative。",  "
cleaned_operators/fundamental/ops.py,55,"ffill",STATE_HISTORY,"l_quarter。      旧实现按日频行走 Q1/跨年边界，daily as-of ffill 下季度化语义错误。     请改用 ``quarter_from_cumulative``（compatib"
cleaned_operators/fundamental/ops.py,61,"ffill",STATE_HISTORY,"l",         description="Deprecated: 日频行季度化在 ffill 下语义错误；改用 quarter_from_cumulative。",         param_name"
cleaned_operators/fundamental/ops.py,77,"ffill",STATE_HISTORY,"；默认 lag=4 行。      旧实现按 trading-day row 找去年同日（ffill 下 yoy fallback=i-4 交易日错误）。     请改用 ``yoy_by_period``（c"
cleaned_operators/fundamental/ops.py,83,"ffill",STATE_HISTORY,"l",         description="Deprecated: 交易日行同比在 ffill 下语义错误；改用 yoy_by_period。",         param_names=["x", "f"
cleaned_operators/fundamental/period_helpers.py,82,"np.nansum",MISSING_TOPOLOGY,"s[i - 3 : i + 1])):                 out[i] = np.nansum(values[i - 3 : i + 1])             else:          "
cleaned_operators/fundamental/polars_component_score.py,69,"np.nansum",MISSING_TOPOLOGY,"errstate(invalid="ignore"):         scored = np.nansum(contributions, axis=2)     any_finite = np.any(np."
cleaned_operators/fundamental/polars_fundamental.py,298,"np.log",DOMAIN," cur = float(v[cc])             return float(np.log(cur / old)) if cur > 0 and old > 0 else np.nan       "
cleaned_operators/fundamental/polars_fundamental.py,544,"np.diff",GAP_COMPRESSION,"               return np.nan             d = np.diff(vals)             return float((np.sum(d > 0) - np.s"
cleaned_operators/fundamental/polars_fundamental.py,569,"np.diff",GAP_COMPRESSION,"eturn 0.0         count = 0         for z in np.diff(vals)[::-1]:             if (z > 0) if positive else"
cleaned_operators/fundamental/polars_fundamental.py,681,"np.diff",GAP_COMPRESSION,"   return np.nan             signs = np.sign(np.diff(vals))             signs = signs[signs != 0]        "
cleaned_operators/fundamental/polars_fundamental.py,961,"astype(float)",UNKNOWN_TO_ZERO,"xv, pv)         count = _rolling_sum_1d(event.astype(float), window, 1)         out[:, i] = np.where(comp"
cleaned_operators/fundamental/polars_fundamental.py,1372,"astype(float)",UNKNOWN_TO_ZERO,"         revision = np.where(event, 1.0, 0.0).astype(float)             revision = np.where(complete, rev"
cleaned_operators/fundamental/polars_fundamental.py,1375,"astype(float)",UNKNOWN_TO_ZERO,"             known = _rolling_sum_1d(complete.astype(float), window, 1)             coverage = known / fl"
cleaned_operators/fundamental/polars_fundamental.py,1390,"astype(float)",UNKNOWN_TO_ZERO,"             known = _rolling_sum_1d(complete.astype(float), window, 1)             coverage = known / fl"
cleaned_operators/fundamental/transforms_repairs_v2.py,117,"astype(float)",UNKNOWN_TO_ZERO,"n_complete(x, period_id)     known = complete.astype(float)  # 1.0 known, 0.0 undetermined     known_sum "
cleaned_operators/fundamental/transforms_repairs_v2.py,138,"astype(float)",UNKNOWN_TO_ZERO,"     revision = _revision_event(x, period_id).astype(float).where(complete, np.nan)     count = revision."
cleaned_operators/fundamental/transforms_repairs_v2.py,170,"astype(float)",UNKNOWN_TO_ZERO,"s, coverage_threshold)     flag = count.gt(0).astype(float)     return flag.where(count.notna(), np.nan) "
cleaned_operators/fundamental/transforms_v2.py,295,"np.diff",GAP_COMPRESSION,"eturn 0.0         count = 0         for z in np.diff(vals)[::-1]:             if (z > 0) if positive else"
cleaned_operators/fundamental/transforms_v2.py,451,"np.log",DOMAIN,", p); cur = float(v[c])         return float(np.log(cur / old)) if cur > 0 and old > 0 else np.nan     re"
cleaned_operators/fundamental/transforms_v2.py,694,"np.diff",GAP_COMPRESSION,"     if len(vals)!=n:return np.nan         d=np.diff(vals)         return float((np.sum(d>0)-np.sum(d<0))"
cleaned_operators/fundamental/transforms_v2.py,718,"np.diff",GAP_COMPRESSION,"vals)!=n:return np.nan         signs=np.sign(np.diff(vals)); signs=signs[signs!=0]         return float(n"
cleaned_operators/gather_ext.py,64,"astype(float)",UNKNOWN_TO_ZERO,"turn np.histogram(values, bins=full_edges)[0].astype(float)   def _as_float(frame: pd.DataFrame) -> np.nd"
cleaned_operators/gather_ext.py,146,"np.argsort",TIE_POLICY,"nder column permutation.             order = np.argsort(-s, kind="mergesort")             kth = float(s[o"
cleaned_operators/gather_ext.py,215,"np.argmax",TIE_POLICY,"x":                 pos = int(sub.size - 1 - np.argmax(sub[::-1]))             else:                 pos "
cleaned_operators/gather_ext.py,217,"np.argmin",TIE_POLICY,"se:                 pos = int(sub.size - 1 - np.argmin(sub[::-1]))             # translate back to absolu"
cleaned_operators/gather_ext.py,251,"np.argsort",TIE_POLICY,"# weighted mid-rank for ties         order = np.argsort(xr[valid], kind="stable")         xs = xr[valid]["
cleaned_operators/gather_ext.py,306,"np.log",DOMAIN,"        continue                 kl += pi * (np.log(pi + eps) - np.log(mi + eps))         return float(0."
cleaned_operators/gather_ext.py,306,"np.log",DOMAIN,"              kl += pi * (np.log(pi + eps) - np.log(mi + eps))         return float(0.5 * kl)      for r "
cleaned_operators/gemini_v2_common.py,224,"index.normalize",TIME_CLOCK,"ssion/day grouping,                 # ``index.normalize()``) sees the real time axis, not a              "
cleaned_operators/glr_change.py,105,"np.log",DOMAIN,"2)     adj = best - _GLR_SCAN_PENALTY_COEF * np.log(float(m))     if not np.isfinite(adj):         # perf"
cleaned_operators/glr_change.py,144,"cumsum",NUMERIC_STABILITY,"urn np.nan     ps = np.concatenate(([0.0], np.cumsum(v)))     pss = np.concatenate(([0.0], np.cumsum(v * "
cleaned_operators/glr_change.py,145,"cumsum",NUMERIC_STABILITY,"msum(v)))     pss = np.concatenate(([0.0], np.cumsum(v * v)))     full_ss = pss[n] - ps[n] * ps[n] / n   "
cleaned_operators/glr_change.py,169,"np.log",DOMAIN,"         else:             llr = (n / 2.0) * np.log(full_ss / pooled)         if llr > best:             "
cleaned_operators/glr_change.py,183,"cumsum",NUMERIC_STABILITY,"urn np.nan     ps = np.concatenate(([0.0], np.cumsum(v)))     pss = np.concatenate(([0.0], np.cumsum(v * "
cleaned_operators/glr_change.py,184,"cumsum",NUMERIC_STABILITY,"msum(v)))     pss = np.concatenate(([0.0], np.cumsum(v * v)))     full_ss = pss[n] - ps[n] * ps[n] / n   "
cleaned_operators/glr_change.py,217,"np.log",DOMAIN,"ss1 + ss2) / n             llr = (n / 2.0) * np.log(pooled_var) - (n1 / 2.0) * np.log(var1) - (n2 / 2.0) "
cleaned_operators/glr_change.py,217,"np.log",DOMAIN,"n / 2.0) * np.log(pooled_var) - (n1 / 2.0) * np.log(var1) - (n2 / 2.0) * np.log(var2)         if llr > be"
cleaned_operators/glr_change.py,217,"np.log",DOMAIN,") - (n1 / 2.0) * np.log(var1) - (n2 / 2.0) * np.log(var2)         if llr > best:             best = llr  "
cleaned_operators/glr_change.py,225,"np.log",DOMAIN,"    else:                 best_sign = 1.0 if np.log(var2 / var1) > 0.0 else -1.0     best = _null_calibra"
