canonical,math_definition,reference_impl,semantic_hash,axis_semantics,sample_validity,missing_topology,current_row_requirement,tie_policy,ddof,quantile_interpolation,zero_denominator,zero_std,domain_policy,partial_window_policy,minimum_effective_sample,history_kind,history_formula,anchor_policy,parameter_binding_complete,hidden_kwargs,local_casts,sample_mask_policy,semantic_policy_disagreements,source_provenance,reference_smoke_pass,numba_native_pass,polars_native_pass,duckdb_native_pass,fallback_pass,native_used,fallback_used,prefix_invariance,chunk_invariance,column_permutation,metamorphic_properties,metamorphic_passed,math_defect,semantic_drift,fix_action,blockers
fin_rd_capitalization_ratio,开发支出资本化增加 / (研发费用 + 资本化增加)（代理值）。period_id 仅对齐契约，不参与计算。,pandas/numpy,9ebbd0685ce44a4b494a2b716860a62907ff4a54a514186a56456dfaf6f3eef2,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_rd_total_intensity,(研发费用 + 开发支出资本化增加) / 营业收入（资本化部分为代理值）。period_id 仅对齐契约，不参与计算。,pandas/numpy,e1a21e39f5b474eb4265f6d4af9e60f053b0f8c92353e479d08d6413e59a6d31,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_receivable_sales_divergence,应收增长 - 营收增长（per-slot：slot_a=Stock，slot_b=SinglePeriodFlow，同一 fiscal interval；R23-296）。,pandas/numpy,9714804ebe1c943a4084f6dd60c511dffd93d0a96eaa68a50fefdba473b40dbc,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_restated_flag,Whether a same-period revision occurred in the bounded window; NaN where the count is undetermined by the known-coverage gate (round-7 P0).,pandas/numpy,5b4bf22a41bae36f1c4232904b8bcda407878a4f949b5d7735dda2458eedb63e,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_revision_count,Count of visible revisions in a bounded trading-day window; three-state observation with a known-coverage gate — a window below coverage_threshold emits NaN instead of treating missing history as no-revision (round-7 P0).,pandas/numpy,5b4bf22a41bae36f1c4232904b8bcda407878a4f949b5d7735dda2458eedb63e,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_revision_delta,"Value change while the visible report period is unchanged; NaN when any required input is missing, 0 only on confirmed no-revision (review R4-26).",pandas/numpy,8c0c00c4e5f6735b29bab1c14891aa7eeea17c9cf62791796ac71762a34b52b7,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_revision_direction,Sign of the latest same-period revision; NaN on missing inputs (review R4-26).,pandas/numpy,8c0c00c4e5f6735b29bab1c14891aa7eeea17c9cf62791796ac71762a34b52b7,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_revision_magnitude,Absolute revision magnitude accumulated over a bounded window; three-state observation with a known-coverage gate (round-7 P0).,pandas/numpy,5b4bf22a41bae36f1c4232904b8bcda407878a4f949b5d7735dda2458eedb63e,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_revision_pct,"Percent revision while the visible report period is unchanged; NaN on missing inputs, 0 only on confirmed no-revision (review R4-26).",pandas/numpy,8c0c00c4e5f6735b29bab1c14891aa7eeea17c9cf62791796ac71762a34b52b7,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_roe_cash_gap,会计ROE与现金ROE之差：(NetProfit-OCF)/AvgEquity。period_id 仅对齐契约，不参与计算。,pandas/numpy,a1ed3ebbd63f871816f398eb38728efac8c215fdbe9c4169ce85f7c5a1b1d324,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_seasonal_percentile,causal same-quarter fiscal percentile,pandas/numpy,ae9e8572c985c21299e4e3d0f3716e19f4bd3ab12a1b7bbb84a8f7d1c60accb6,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_seasonal_zscore,causal same-quarter fiscal z-score,pandas/numpy,ae9e8572c985c21299e4e3d0f3716e19f4bd3ab12a1b7bbb84a8f7d1c60accb6,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_sign_change_count,Number of growth-direction reversals in recent reports over *adjacent* fiscal periods; a skipped report fails closed (review R4-23).,pandas/numpy,c51755c6201327786207d71edf49c9d9de0241e6ad824782e1a51905d1ce9c37,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_stability,Generic bounded fundamental stability score over the last-N-visible reports; missing report periods are skipped.,pandas/numpy,c51755c6201327786207d71edf49c9d9de0241e6ad824782e1a51905d1ce9c37,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_staleness,"Observed-clock accounting-data staleness in trading days; missing rows emit NaN (review R4-27), first observation left-censored (R23-298).",pandas/numpy,59d4a64ef7e3c2d6d1a1108572f40b91bc36948281bbfbde02e7d74aabbe5680,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_std,Historical reporting-period standard deviation over the last-N-visible reports; missing report periods are skipped (review R4-23).,pandas/numpy,c51755c6201327786207d71edf49c9d9de0241e6ad824782e1a51905d1ce9c37,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_surprise,Scaled actual-minus-expectation surprise.,pandas/numpy,a8e123b1879e7a6f3d5598dd261ed7c8d3a26d30de22643e9ad146b876f6de1d,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_surprise_event_percentile,Report-event surprise percentile over distinct visible periods.,pandas/numpy,4960dca4393ae3ad1fef411816b9eae05bbed0e609adc7f82a69639b34c76adb,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_surprise_event_zscore,Report-event surprise z-score over distinct visible periods.,pandas/numpy,4960dca4393ae3ad1fef411816b9eae05bbed0e609adc7f82a69639b34c76adb,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_surprise_zscore,Daily-observation prior-window z-score of realized surprise.,pandas/numpy,d6c96ea2c92d00617dd1add0fd739472ae8eb2df4d136876a84614befed19e26,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_total_operating_accruals,总经营应计：[Δ(TA-Cash)-Δ(CL-STD-TP)-Dep] / AvgAssets。,pandas/numpy,e3a9140a3a4b00bb6c11a6c1ee7a3dadf9f784b9a17f812cd7fc56198ad28985,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_trend_acceleration,"Difference between short and long reporting-period slopes (fiscal-ordinal axis, skips fail closed).",pandas/numpy,8ba576430c769a551abefe37752c5f5ff70e33dadc64877091e5d030d266aacf,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_trend_r2,OLS trend R-squared across recent report periods on the fiscal-ordinal time axis; a skipped report fails closed (reviews R4-23/24).,pandas/numpy,c51755c6201327786207d71edf49c9d9de0241e6ad824782e1a51905d1ce9c37,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_trend_slope,OLS slope across recent report periods on the fiscal-ordinal time axis; a skipped report fails closed (reviews R4-23/24).,pandas/numpy,c51755c6201327786207d71edf49c9d9de0241e6ad824782e1a51905d1ce9c37,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_trend_tstat,OLS trend slope t-statistic across recent report periods on the fiscal-ordinal time axis; a skipped report fails closed (reviews R4-23/24).,pandas/numpy,c51755c6201327786207d71edf49c9d9de0241e6ad824782e1a51905d1ce9c37,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_ttm,Rolling sum over *adjacent* fiscal report periods; a skipped report fails closed to NaN (review R4-23).,pandas/numpy,94141f3af92a3533b69b8f3548dc1ecc7cc64346d52f25ff470d4e0828d1e5db,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_ttm_cumulative,TTM for fiscal YTD cumulative values via explicit quarter conversion.,pandas/numpy,fecd31f249276812d8b7a5b728358743137199e3c2463aa907eeadb76ad4efb7,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_ttm_quarterly,TTM sum for single-report-period flow values.,pandas/numpy,e23fc5c49c720c21bfe1566348d5820fab1edc0ce69de0de8b5c7957201be11e,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_turnover,Flow divided by average reporting-period balance.,pandas/numpy,824eb0644e25041bde5b0e216888dd285101f6bf3ec329ef03ca3a0b6da6baec,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_working_capital_accruals,Sloan 营运资本应计：[Δ(CA-Cash) - Δ(CL-STD-TP)] / AvgAssets。,pandas/numpy,ad1dc79e8f54cd5b9f57e211f906276fc76a927568d64b99ce85bc261c7d4fda,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_working_capital_change,Reporting-period change in working capital.,pandas/numpy,ccc02c7c390e3656bea69aea034ad1dab62b179beb1582df1a4d8342e0215e3e,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_yoy,Year-over-year growth with configurable periods per year.,pandas/numpy,94141f3af92a3533b69b8f3548dc1ecc7cc64346d52f25ff470d4e0828d1e5db,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_zscore_history,"INCLUSIVE z-score: current report is inside the reference sample (review R4-25); last-N-visible, missing reports skipped.",pandas/numpy,c51755c6201327786207d71edf49c9d9de0241e6ad824782e1a51905d1ce9c37,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fin_zscore_vs_prior_history,"Z-score of the current report vs the PRIOR reports only (out-of-history; review R4-25); last-N-visible, missing reports skipped.",pandas/numpy,c51755c6201327786207d71edf49c9d9de0241e6ad824782e1a51905d1ce9c37,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fiscal_accrual_quality,causal fiscal accrual residual quality,pandas/numpy,87a464c7be8ad9ab55032933f5a5ac6f23ba76bf2a395d2b602d8fface2d4d5c,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fiscal_ar_resid_std,causal AR residual volatility over distinct fiscal events,pandas/numpy,17c79af0442e3e20af6bc6d297e0e04e44805ca72024e74e9ca974e887ce2287,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fiscal_asymmetric_elasticity,down-minus-up fiscal activity elasticity,pandas/numpy,eabb92bde15d5c29f21e92f05147f71ce69eeb9e0a04a22862b3878b2874191e,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fiscal_autocorr,autocorrelation over distinct fiscal events,pandas/numpy,453719cfd7b4d6483d7edec650593d5a4294e318867bf54919b9c2d1e3235a6f,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fiscal_change_direction_agreement,agreement of strict fiscal period changes,pandas/numpy,38190fda8844fff5d56e9ad11474ceceda44b55fdd6d1924fa0f32eef8f45e10,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fiscal_direction_consistency,deprecated alias for fiscal_sign_consistency,pandas/numpy,a3690d07db7fe367b1b0b670ec0a52b347b0ecf4d73c8bce67f7d10897888877,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fiscal_pair_direction_agreement,deprecated compatibility alias; use fiscal_sign_agreement,pandas/numpy,1aa4f472ee0bd03c1fb47b16c47ac19ce1ed358c91bfa4852b9dfe9689ab09d5,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fiscal_perpetual_inventory,strict fiscal perpetual inventory from single-period flow,pandas/numpy,137b994b6b348627df5f77280fee28d43e23968e69ea5d746e4bb74b29a7aed5,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fiscal_regression_resid_std,strict fiscal-event regression residual volatility,pandas/numpy,4e4c43995673db64a78fade2453f41d0b734fa5560f31d9e89f184ddd0a816f5,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fiscal_reversal_ratio,magnitude-weighted fiscal sign reversal ratio,pandas/numpy,620954394fd278899f7ca4a89eee1286173b1f5b2c34d9b89b2bea5b17216281,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fiscal_sign_agreement,agreement of two precomputed fiscal signals,pandas/numpy,1aa4f472ee0bd03c1fb47b16c47ac19ce1ed358c91bfa4852b9dfe9689ab09d5,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fiscal_sign_consistency,direction consistency of an already signed fiscal signal,pandas/numpy,a3690d07db7fe367b1b0b670ec0a52b347b0ecf4d73c8bce67f7d10897888877,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fiscal_standardized_surprise,causal seasonal surprise standardized by prior fiscal events,pandas/numpy,25475ab3680f57307b140965470f9ced6fe726127d212ab5124246459ef5e440,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fiscal_true_streak,consecutive true distinct fiscal events,pandas/numpy,4e1f63fc482156303e64017511bd2121d8b53bebc284b0d27220d8544c4e0cc5,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fix,取整数部分（向0取整）,pandas/numpy,eb59a8964eb9b33c18a3a0185558cb7663ad646f0113b3f4eaa637479ff4b854,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
flex_max,"max(x,y) 逐点比较；max(x,n) 滚动最大值",pandas/numpy,232a34685e0f122e0b80c0b83ebd833b18e0465c06a3d43b39addd0f13302c86,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,y_or_window->float|y_or_window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
flex_min,"min(x,y) 逐点比较；min(x,n) 滚动最小值",pandas/numpy,9dde182a9431b1956a3db1598687c23a6d68c6d2bb162486a066572b884550a6,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,y_or_window->float|y_or_window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
float_share_ratio,流通股本占总股本比例。,pandas/numpy,26cddde5d7b3254505987fe42b95015cd47cad52c2f1b5d52139d836fb3a58e2,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
floor,向下取整,pandas/numpy,81fe801350dac52f43b04020b9f1fe1f437b2939facde1daf69b7a33e550c3ee,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
free_float_ratio,自由流通股 / 总股本。,pandas/numpy,209e6dcf040c8229315d424add54275815e1dee1781fb66ee65aec17f0a899e9,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
free_float_share_ratio,自由流通股本占总股本比例。,pandas/numpy,7423b0f96bfc9b6d2f4fdefbab7794be4ff569790f1cbf69ee62fef655c7dcb0,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
free_float_turnover,成交量 / 自由流通股。,pandas/numpy,486d41b3aa591b278bb7efb5e12b21f5248b6ab9fc247fa86a40e12378a1daae,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
free_to_circulating_ratio,自由流通股 / 流通股。,pandas/numpy,87a2fc9cb2d59b4544eca105bace5470d5d8b0805cd7e94b355cf064209d1344,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
fundamental_staleness,calendar-day age of visible fundamental data,pandas/numpy,c92d14d0fcb0b75d6950f7f7cd543496f2d940ecdf6e802053c792e50e870619,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
garman_klass_vol,Annualized Garman-Klass OHLC volatility estimator.,pandas/numpy,130c89e129ca3d19773cba7c040d377316828a72e63bbb33bdacaa9bdfeeced9,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
ge,ge comparison with symmetric scalar broadcasting,pandas/numpy,81e8bfebc019c783fcf44bce5c87bf02b61e82072e8a6b2541e4f892a08916cf,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
group_corr_mst_length,组内相关图最小生成树（Prim）的平均边长。,pandas/numpy,4cdb59ea9b8f72811d0f0c409fd60ec6fffd60cd7f550ed76609ca723709802d,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
group_count,计算组内非空样本数,pandas/numpy,9f0e6fe07a828e7324bfb4af97b2b90aad0e0cdaaf83d68852944b5bf4004ed1,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,dropna|isfinite,,inspect,,,,,,True,,,,,,,,,,
group_current_members_tail_coexceedance,组内两只股票同时处于各自极值尾部的概率密度（current-members-retrospective，净逐 pair 独立基线）。,pandas/numpy,d0b7a5e19ffd4d46d6e6d1c36013469a894f7dab46e6ed25a9de31598d1543a8,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,quantile->float|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
group_decay_linear,组内按排名线性加权（兼容名；window 不参与计算，诚实名称 group_rank_weighted_value）,pandas/numpy,38e4031f1493b2ddd94be12ca536ec747421f5d4b7b19c622373db236b43910b,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
group_distribution_js_divergence,group_distribution_js_divergence,pandas/numpy,bec9a01d14d9f135ad50df0bf85129ba3561c15509893de58db9cc795575023f,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
group_ex_self_mad,组内除自身外其余成员的 MAD。,pandas/numpy,e3b5895b1951bfb8be04e561bf87969ccd978ea1f3ac4b8b97e39710dd735196,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,min_peers->int,isfinite,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
group_ex_self_mean,组内除自身外其余成员的均值。,pandas/numpy,ff67bef8f15b179486f18aed096a672716d214c5d7b510f7ac30e819d335a740,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,isfinite,,inspect,,,,,,True,,,,,,,,,,
group_ex_self_quantile,组内除自身外其余成员的 q 分位数。,pandas/numpy,6a102ab9324881825716086ed0e042d82aacc7b1d38b0e30dc7144ceaf987634,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,min_peers->int|q->float,isfinite,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
group_ex_self_std,组内除自身外其余成员的 std。,pandas/numpy,b51543dd7876e193fcd946e9640830c895b810f6dfe55d5dde2a5d3db0f4ce3a,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,min_peers->int,isfinite,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
group_ex_self_weighted_mean,组内除自身外其余成员的权重加权均值。,pandas/numpy,6e2468d5f0a05662831355e7de03078e1a0fb8a46da23c8c39d6b3b620cde93d,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,isfinite,,inspect,,,,,,True,,,,,,,,,,
group_feature_coverage_ratio,组内当日覆盖比例 valid/rows（谱稳定性诊断）。,pandas/numpy,039a065b8ee71b3a9247610b443f746e310c5e3ea9076c07f0e61d3f156b2dba,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
group_feature_effective_rank,组内特征谱有效秩 exp(-Σp log p)。,pandas/numpy,7a947c6fa8ba5018350634d378d04002295ded7522c112631a1c0ca3c94a485b,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
group_feature_mode_localization,"组内 top-mode 局域化 (N·Σu1⁴-1)/(N-1)（[0,1]，谱隙门槛）。",pandas/numpy,187dc3ddf9d06c58902833c234e771f8b74388a4c8331022541b75f0aa742789,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
group_feature_mode_share,组内特征谱 top-mode 占比 σ1²/Σσ²（拥挤/同步化）。,pandas/numpy,535673a6775205565d025cff106194c0afe4f90284e2a7aa04e4098dc3cc471e,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
group_feature_second_mode_localization,组内第二模式局域化 (N·Σu2⁴-1)/(N-1)。,pandas/numpy,2c70e93c306921975a9084005aaf000d47d9d1d5a8bce8d4dcba7b350015fc6c,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
group_feature_spectral_gap,组内谱隙 (σ1²-σ2²)/Σσ²（单主题 vs 双主题竞争）。,pandas/numpy,1e95a79ccbdcae41128c7f63f29c046225d6a4e4391dfc4433a038eae6f96584,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
group_feature_valid_member_count,组内当日有效成员数（诊断：谱输出为何 NaN）。,pandas/numpy,38fb666ae7f6f180deb1012badd2484d14a3b37ccb589ece4a2c2c4ce23352ef,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
group_impute_median,组内中位数填补缺失值（组内有限样本不足 min_group_size 时不填）。,pandas/numpy,220fd7e71e9fe9877936af0dce593f292938029dd0865827a9a18ad4bf2b6804,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
group_kurtosis,组内成员截面峰度。,pandas/numpy,0248d127b3bf6122d6edf2a3e9f4bd08dcabdbd221b9cf068d32b2a480fdd6e3,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
group_leader_laggard_exposure,个股收益对行业领先股滞后收益的 Beta。,pandas/numpy,ff152f670b028162d359a3fc5c6f36be6e7a9b85b68e7c95f4ebf0fd31258ce2,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
group_max,计算组内最大值,pandas/numpy,f8b06e7e69a5c22ada92b20d7b97720caa165eea5c0679732daab2fa9e98e397,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,dropna|notna,,inspect,,,,,,True,,,,,,,,,,
group_mean,计算组内均值,pandas/numpy,c9ac78a3391ec7a02a3ba7d5df2473ffb2f8cf22fff3b7658c9d03c8e5be87e6,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,dropna|notna,,inspect,,,,,,True,,,,,,,,,,
group_min,计算组内最小值,pandas/numpy,1c77fe93a0ab20678a47acc41a087aba42ad28b124a0ae5fc2758abd69d0782d,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,dropna|notna,,inspect,,,,,,True,,,,,,,,,,
group_multi_level_rank_consistency,特征在 sw_l1/l2/l3 组内排名一致度（0~1）。,pandas/numpy,ddbfee0b30d3852b89f082323cf3355d8500053dacf8e354cbec0675a1b896e5,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
group_neutralize,在指定分组内进行去均值处理 (x - group_mean),pandas/numpy,321cf4a9c8ff23a0be15d5c521c6bf02a2598a76c26e133a1ed3ef65983fa6d5,row_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,neutralize.group_residual_mean_0,,,,,
