factor_name,source,pool,domain,ic,rank_ic,source_formula,lqtp_formula,fe_formula,lqtp_notes,fe_notes
factor_drawdown_recovery_roughness,original,elite,,-6.605856931017283e-05,0.0016066736474886364,,,,,
factor_drawdown_volume_complexity,original,qualified,,0.06143285399289829,0.07838581623059628,R(DD) + R(Dur) + R(Rec) * R(V/MA20_V),R(DD) + R(Dur) + R(Rec) * R(V/MA20_V),R(DD) + R(Dur) + R(Rec) * R(V/MA20_V),"Textual non-executable: R(...)-notation (rank, use Python code); Unconverted: ['R']","Textual non-executable: R(...)-notation (rank, use Python code); Unconverted: ['R']"
factor_vol_volume_asym_ewma,original,qualified,,0.040468708770889684,0.04259697319709014,"((EWMA(range,10)/EWMA(range,40)-1) * (EWMA(volume,10)/EWMA(volume,40)-1) * (EWMA(up_range,20)/EWMA(down_range,20))).shift(1)","((ema(10, range)/ema(40, range)-1) * (ema(10, volume)/ema(40, volume)-1) * (ema(20, up_range)/ema(20, down_range))).delay(1)","((ema(10, range)/ema(40, range)-1) * (ema(10, volume)/ema(40, volume)-1) * (ema(20, up_range)/ema(20, down_range))).ts_delay(1)",,
factor_vol_regime_volume,original,qualified,,0.036038747651388814,0.02614114739351769,factor = (2*I(vol20<med_vol)-1) * mom * (volume/med_volume),factor = (2*I(vol20<med_vol)-1) * mom * (volume/med_volume),factor = (2*I(vol20<med_vol)-1) * mom * (volume/med_volume),Unconverted: ['I'],Unconverted: ['I']
factor_drawdown_volume_geometry,original,qualified,,0.047567970302629825,0.0562849326857469,R(DD) + R(Dur) + R(Rec) + R(V/MA20),R(DD) + R(Dur) + R(Rec) + R(V/MA20),R(DD) + R(Dur) + R(Rec) + R(V/MA20),"Textual non-executable: R(...)-notation (rank, use Python code); Unconverted: ['R']","Textual non-executable: R(...)-notation (rank, use Python code); Unconverted: ['R']"
factor_drawdown_volume_modulated,original,qualified,,0.04684966644895256,0.056730592398142626,(R(DD)+R(Dur)+R(Rec))/3 * (1+R(V/MA20)),(R(DD)+R(Dur)+R(Rec))/3 * (1+R(V/MA20)),(R(DD)+R(Dur)+R(Rec))/3 * (1+R(V/MA20)),"Textual non-executable: R(...)-notation (rank, use Python code); Unconverted: ['R']","Textual non-executable: R(...)-notation (rank, use Python code); Unconverted: ['R']"
factor_abnormality_asymmetry,original,qualified,,0.025771257895519383,0.04510398895031004,"abs(z_score(log(volume),20)) * (high-low)/close * EWMA_up_vol/EWMA_down_vol","abs(z_score(log(volume),20)) * (high-low)/close * EWMA_up_vol/EWMA_down_vol","abs(z_score(log(volume),20)) * (high-low)/close * EWMA_up_vol/EWMA_down_vol",Unconverted: ['z_score'],Unconverted: ['z_score']
factor_volume_confirmed_return,original,qualified,,0.02090624188076112,0.019410981870234267,"factor = (close / lag(close) - 1) * (volume / rolling_mean(volume, 20) - 1) * 10000","factor = (close / lag(close) - 1) * (volume / ts_mean(20, volume) - 1) * 10000","factor = (close / lag(close) - 1) * (volume / ts_mean(20, volume) - 1) * 10000",Unconverted: ['lag'],Unconverted: ['lag']
factor_adaptive_vol_volume_asym,original,qualified,,0.02869145913187024,0.03834287493607463,factor = log(EWMA_up_vol / EWMA_down_vol) * rank_pct(high - low),factor = log(EWMA_up_vol / EWMA_down_vol) * cs_rank(high - low),factor = log(EWMA_up_vol / EWMA_down_vol) * rank(high - low),,
factor_imbalance_volume_mutation,original,qualified,,0.02427090032208387,0.02547692139126491,"OI_10 * (vol_ratio * norm_range), where OI_10 = sum_{i=t-9}^{t}(CLV_i * vol_i), vol_ratio = vol/vol_ma_10, norm_range = (high-low)/close","OI_10 * (vol_ratio * norm_range), where OI_10 = sum_{i=t-9}^{t}(CLV_i * vol_i), vol_ratio = vol/vol_ma_10, norm_range = (high-low)/close","OI_10 * (vol_ratio * norm_range), where OI_10 = sum_{i=t-9}^{t}(CLV_i * vol_i), vol_ratio = vol/vol_ma_10, norm_range = (high-low)/close",,
factor_drawdown_volume_geometry,original,qualified,,0.029498553735379785,0.029556198977648426,rank(depth) * rank(vol/vol_ma20) + rank(duration) + rank(delta_depth_10),cs_rank(depth) * cs_rank(vol/vol_ma20) + cs_rank(duration) + cs_rank(delta_depth_10),rank(depth) * rank(vol/vol_ma20) + rank(duration) + rank(delta_depth_10),,
factor_imbalance_volume_interaction,original,qualified,,0.019598433278633108,0.02074459642197887,"OI * (vol_z * norm_range), where OI = sum_{i=t-19}^{t}(CLV_i * volume_i), CLV = (2*close - high - low)/(high - low), vol_z = (volume - rolling_mean_20)/rolling_std_20, norm_range = (high - low)/close","OI * (vol_z * norm_range), where OI = sum_{i=t-19}^{t}(CLV_i * volume_i), CLV = (2*close - high - low)/(high - low), vol_z = (volume - rolling_mean_20)/rolling_std_20, norm_range = (high - low)/close","OI * (vol_z * norm_range), where OI = sum_{i=t-19}^{t}(CLV_i * volume_i), CLV = (2*close - high - low)/(high - low), vol_z = (volume - rolling_mean_20)/rolling_std_20, norm_range = (high - low)/close",,
factor_smooth_vol_regime,original,qualified,,0.027375843897132674,0.022012356348676716,"factor = regime * ret_10 * (1 + 0.5 * log(volume / med_vol_20)), where regime = sign(vol_20 - med_vol_60), ret_10 = 10-day percentage change","factor = regime * ret_10 * (1 + 0.5 * log(volume / med_vol_20)), where regime = sign(vol_20 - med_vol_60), ret_10 = 10-day percentage change","factor = regime * ret_10 * (1 + 0.5 * log(volume / med_vol_20)), where regime = sign(vol_20 - med_vol_60), ret_10 = 10-day percentage change",,
factor_vol_regime_smoothed_trend,original,qualified,,0.01947205238863873,0.021179744645532603,"regime = sign(vol_20 - med_vol_60); factor = regime * (close - EMA(close, 10))","regime = sign(vol_20 - med_vol_60); factor = regime * (close - ema(10, close))","regime = sign(vol_20 - med_vol_60); factor = regime * (close - ema(10, close))",,
factor_reversal_volume_volregime,original,qualified,,0.027659428334053573,0.028105992995633437,"(0.5 - EWMA((close-low)/(high-low), span=3)) * rank_63(volume/SMA_21(volume)) * (1.0 if ATR5/ATR20 > 1 else 0.5)","(0.5 - ema(span=3, (close-low)/(high-low))) * ts_rank(63, volume/SMA_21(volume)) * (1.0 if ATR5/ATR20 > 1 else 0.5)","(0.5 - ema(span=3, (close-low)/(high-low))) * ts_rank(63, volume/SMA_21(volume)) * (1.0 if ATR5/ATR20 > 1 else 0.5)",Unconverted: ['SMA_21'],Unconverted: ['SMA_21']
factor_volume_reversal_rank,original,qualified,,0.0271829248257788,0.029681008909071816,"- ( (close-low)/(high-low) - 0.5 ) * rolling_rank(volume,20)","- ( (close-low)/(high-low) - 0.5 ) * ts_rank(20, volume)","- ( (close-low)/(high-low) - 0.5 ) * ts_rank(20, volume)",,
factor_reversal_volume_gated,original,qualified,,0.029817817226622488,0.03053805604535141,"(0.5 - EWM((close - low) / (high - low), span=5)) * (volume / ts_mean(volume, 20))","(0.5 - ema(span=5, (close - low) / (high - low))) * (volume / ts_mean(volume, 20))","(0.5 - ema(span=5, (close - low) / (high - low))) * (volume / ts_mean(volume, 20))",,
factor_volume_abnormality_range_interaction,original,qualified,,0.022977564789309606,0.023658311287828165,"Z(log(volume,20)) * (high-low) / SMA(high-low,20)","Z(log(volume,20)) * (high-low) / ts_mean(20, high-low)","Z(log(volume,20)) * (high-low) / ts_mean(20, high-low)",Unconverted: ['Z'],Unconverted: ['Z']
factor_persistence_ewma,original,qualified,,0.04048911498130427,0.0755743470131323,"-EWMA(|d(r)|, span=10)","-ema(span=10, |d(r)|)","-ema(span=10, |d(r)|)",Unconverted: ['d'],Unconverted: ['d']
factor_volume_confirmed_intraday_mean_reversion,original,qualified,,0.028295948702678046,0.026225106957324384,"-mean((close-midpoint)/(high-low), 5) * (volume / SMA(volume,20))","-ts_mean(5, (close-midpoint)/(high-low)) * (volume / ts_mean(20, volume))","-ts_mean(5, (close-midpoint)/(high-low)) * (volume / ts_mean(20, volume))",,
factor_drawdown_vol_simple,original,qualified,,0.030045661089925447,0.030782132074435222,R(drawdown) * R(V/MA20),R(drawdown) * R(V/MA20),R(drawdown) * R(V/MA20),"Textual non-executable: R(...)-notation (rank, use Python code); Unconverted: ['R']","Textual non-executable: R(...)-notation (rank, use Python code); Unconverted: ['R']"
factor_reversal_volume_simple,original,qualified,,0.025596004804858456,0.029348789149821062,"(0.5 - EWMA((close-low)/(high-low), span=3)) * rank_21(volume/SMA_21(volume))","(0.5 - ema(span=3, (close-low)/(high-low))) * ts_rank(21, volume/SMA_21(volume))","(0.5 - ema(span=3, (close-low)/(high-low))) * ts_rank(21, volume/SMA_21(volume))",Unconverted: ['SMA_21'],Unconverted: ['SMA_21']
factor_vol_volume_regime,original,qualified,,0.01621672881402269,0.022912288774630977,"factor = regime * (close - close_10) * (1 + 0.5 * vol_dev), where regime = sign(vol_20 - med_vol_60), vol_dev = volume / rolling_median(volume, 20) - 1","factor = regime * (close - close_10) * (1 + 0.5 * vol_dev), where regime = sign(vol_20 - med_vol_60), vol_dev = volume / ts_median(20, volume) - 1","factor = regime * (close - close_10) * (1 + 0.5 * vol_dev), where regime = sign(vol_20 - med_vol_60), vol_dev = volume / ts_median(20, volume) - 1",,
factor_volume_reversal_direct,original,qualified,,0.02484236399597817,0.02796910176631845,"rev * vol_rank where rev = -((close-low)/(high-low) - 0.5) and vol_rank = rolling_rank(volume / rolling_mean(volume,20),20)","rev * vol_rank where rev = -((close-low)/(high-low) - 0.5) and vol_rank = ts_rank(20, volume / rolling_mean(volume,20))","rev * vol_rank where rev = -((close-low)/(high-low) - 0.5) and vol_rank = ts_rank(20, volume / rolling_mean(volume,20))",,
factor_volume_reversal_rank,original,qualified,,0.023586722834549382,0.024804279228141286,"- (rolling_mean((close-low)/(high-low),5) - 0.5) * rolling_rank(volume,20)","- (ts_mean(5, (close-low)/(high-low)) - 0.5) * ts_rank(20, volume)","- (ts_mean(5, (close-low)/(high-low)) - 0.5) * ts_rank(20, volume)",,
factor_direction_volume_shape_mut2,original,qualified,,0.022843839254924173,0.02279530630371081,"factor = ema_10(ret) * tanh(vol_z) * tanh(range_ratio_z) + 0.2 * rank_ts(symmetry,20) * volume/ma_volume_20","factor = ema_10(ret) * tanh(vol_z) * tanh(range_ratio_z) + 0.2 * rank_ts(symmetry,20) * volume/ma_volume_20","factor = ema_10(ret) * tanh(vol_z) * tanh(range_ratio_z) + 0.2 * rank_ts(symmetry,20) * volume/ma_volume_20","Unconverted: ['ema_10', 'rank_ts']","Unconverted: ['ema_10', 'rank_ts']"
factor_crossover_hybrid_magnitude,original,qualified,,0.022625882037957692,0.01889932280917567,(0.5 * ewm_span21(|pct_change|) + 0.5 * ts_rank_{21}(|pct_change|)) * (ts_rank_{20}(symmetry) * (volume / rolling_mean_{20}(volume))),"(0.5 * ema(21, |pct_change|) + 0.5 * ts_rank_{21}(|pct_change|)) * (ts_rank_{20}(symmetry) * (volume / rolling_mean_{20}(volume)))","(0.5 * ema(21, |pct_change|) + 0.5 * ts_rank_{21}(|pct_change|)) * (ts_rank_{20}(symmetry) * (volume / rolling_mean_{20}(volume)))",,
factor_dollar_pressure_range_zscore,original,qualified,,0.02269522443095018,0.023077972605221445,"((close - (high+low+close)/3) * volume) / rolling_mean(high-low,20) -> rolling_zscore(20)","((close - (high+low+close)/3) * volume) / ts_mean(20, high-low) -> rolling_zscore(20)","((close - (high+low+close)/3) * volume) / ts_mean(20, high-low) -> rolling_zscore(20)",Unconverted: ['rolling_zscore'],Unconverted: ['rolling_zscore']
factor_intraday_reversal_zscore_volume_short,original,qualified,,0.022987848147681803,0.02716223332556514,"rev = -zscore(fraction, 10) where fraction = (close-low)/(high-low); factor = rev * rank(volume/mean(volume,20), 20)","rev = -cs_zscore(fraction, 10) where fraction = (close-low)/(high-low); factor = rev * cs_rank(volume/mean(volume,20), 20) 20)","rev = -zscore(fraction, 10) where fraction = (close-low)/(high-low); factor = rev * rank(volume/ts_mean(20, volume), 20)",,
factor_trend_volume_tanh_rank,original,qualified,,0.021913477914463683,0.01978640485825297,"rank_p = rolling_rank(pressure,40); scaled_rank = (rank_p - 0.5)*2; factor = scaled_rank * tanh(trend); trend = close/shift(close,5)-1; pressure = (close-open)*volume","rank_p = ts_rank(40, pressure); scaled_rank = (rank_p - 0.5)*2; factor = scaled_rank * tanh(trend); trend = close/delay(close, 5)-1; pressure = (close-open)*volume","rank_p = ts_rank(40, pressure); scaled_rank = (rank_p - 0.5)*2; factor = scaled_rank * tanh(trend); trend = close/ts_delay(close, 5)-1; pressure = (close-open)*volume",,
factor_shadow_volume_confirmed,original,qualified,,0.013751781722575953,0.010223987687697271,"z-score(lower_shadow / (lower+upper), 20) * (volume / volume_ma20)","z-score(lower_shadow / (lower+upper), 20) * (volume / volume_ma20)","z-score(lower_shadow / (lower+upper), 20) * (volume / volume_ma20)",Unconverted: ['score'],Unconverted: ['score']
factor_volume_abnormality_price_amp,original,qualified,,0.020827481686098503,0.0173491073582847,vol_z = (volume - SMA(20)) / STD(20); vol_trend = SMA(5)/SMA(20) - 1; price_amp = abs(close.pct_change()); factor = vol_z * vol_trend * (1 + price_amp),vol_z = (volume - ts_mean(20)) / ts_std(20); vol_trend = ts_mean(5)/ts_mean(20) - 1; price_amp = abs(close.ts_pct()); factor = vol_z * vol_trend * (1 + price_amp),vol_z = (volume - ts_mean(20)) / ts_std(20); vol_trend = ts_mean(5)/ts_mean(20) - 1; price_amp = abs(close.ts_pct()); factor = vol_z * vol_trend * (1 + price_amp),,
factor_asymmetry_index_rolling,original,qualified,,0.014863728770174583,0.02593314819293701,"asymmetry = (rolling_mean(up_range, 20, min_periods=5) - rolling_mean(down_range, 20, min_periods=5)) / (rolling_mean(up_range, 20, min_periods=5) + rolling_mean(down_range, 20, min_periods=5) + epsilon)","asymmetry = (ts_mean(20, up_range, min_periods=5) - ts_mean(20, down_range, min_periods=5)) / (ts_mean(20, up_range, min_periods=5) + ts_mean(20, down_range, min_periods=5) + epsilon)","asymmetry = (ts_mean(20, up_range, min_periods=5) - ts_mean(20, down_range, min_periods=5)) / (ts_mean(20, up_range, min_periods=5) + ts_mean(20, down_range, min_periods=5) + epsilon)",,
factor_volratio_resvol_trend_gated,original,qualified,,0.01999933058410358,0.021526019772385992,"if resvol_high then (close - (high+low)/2)/(high-low) * (V/EMA(V,20)) else (EMA(C,20)-EMA(C,50))/EMA(C,50)","if resvol_high then (close - (high+low)/2)/(high-low) * (V/ema(20, V)) else (ema(20, C)-ema(50, C))/ema(50, C)","if resvol_high then (close - (high+low)/2)/(high-low) * (V/ema(20, V)) else (ema(20, C)-ema(50, C))/ema(50, C)","Textual non-executable: C (close shorthand in text, not executable); Unconverted: ['then']","Textual non-executable: C (close shorthand in text, not executable); Unconverted: ['then']"
factor_simplified_intraday_mean_reversion,original,qualified,,0.020110001415788666,0.024611271992742746,"-mean((close-midpoint)/(high-low), 5)","-ts_mean(5, (close-midpoint)/(high-low))","-ts_mean(5, (close-midpoint)/(high-low))",,
factor_impact_asymmetry_slow_recovery,original,qualified,,0.022020536053707344,0.04671850488761287,"EWMA30[(r^-^2-r^+^2) * |r|/Median30(|r|/dollar_volume)] * [0.95 + 0.45 * clip((close/Low30_lagged)-1, 0, 0.20)/0.20]","EWMA30[(r^-^2-r^+^2) * |r|/ts_median(30, |r|/dollar_volume)] * [0.95 + 0.45 * clip((close/Low30_lagged)-1, 0, 0.20)/0.20]","EWMA30[(r^-^2-r^+^2) * |r|/ts_median(30, |r|/dollar_volume)] * [0.95 + 0.45 * clip((close/Low30_lagged)-1, 0, 0.20)/0.20]",,
factor_volume_stress_adjusted_momentum_robust,original,qualified,,0.026551416818299197,0.02736064457184772,"factor = (close_10d_return) * robust_z(volume, 20d) * (1 - downside_stress_ratio(20d))","factor = (close_10d_return) * cs_zscore(volume, 20d) * (1 - downside_stress_ratio(20d))","factor = (close_10d_return) * zscore(volume, 20d) * (1 - downside_stress_ratio(20d))",Unconverted: ['downside_stress_ratio'],Unconverted: ['downside_stress_ratio']
factor_intraday_pressure_ema,original,qualified,,0.01861066128018135,0.03750613140037639,"EMA( ((close-open)/open) * volume, 10 )","ema(10, ((close-open)/open) * volume)","ema(10, ((close-open)/open) * volume)",,
factor_pressure_compression_simplified_v3,original,qualified,,0.01900718406953164,0.031434481962221296,norm_pressure * tanh(vol/ma_vol21) * tanh(ATR21/close),norm_pressure * tanh(vol/ma_vol21) * tanh(ATR21/close),norm_pressure * tanh(vol/ma_vol21) * tanh(ATR21/close),,
factor_smoothed_drawdown_recovery_participation,original,qualified,,0.034347543782068266,0.04275752655680352,"EMA4(close / prior 15-bar low - 1) minus 0.5 × prior drawdown depth, scaled by drawdown depth and a bounded EMA20 volume-participation modifier","ema(4, close / prior 15-bar low - 1) minus 0.5 × prior drawdown depth, scaled by drawdown depth and a bounded EMA20 volume-participation modifier","ema(4, close / prior 15-bar low - 1) minus 0.5 × prior drawdown depth, scaled by drawdown depth and a bounded EMA20 volume-participation modifier",,
factor_resvol_volume_momentum,original,qualified,,0.030309544370279308,0.03166763412338858,"If style_gate_resvol_high then ROC20 else ROC5, multiplied by volume ratio from classify_volume_regime","If style_gate_resvol_high then ROC20 else ROC5, multiplied by volume ratio from classify_volume_regime","If style_gate_resvol_high then ROC20 else ROC5, multiplied by volume ratio from classify_volume_regime",,
factor_rsi_reversal_resvol_volume,original,qualified,,0.02941760822741136,0.03599670887475334,(50 - RSI(14)) * (1.5 if style_gate_resvol_high else 0.5) * vol_ratio,(50 - ts_rsi(14)) * (1.5 if style_gate_resvol_high else 0.5) * vol_ratio,(50 - RSI(14)) * (1.5 if style_gate_resvol_high else 0.5) * vol_ratio,,
factor_vol_adjusted_lag_log_coherence,original,qualified,,0.021791449727988552,0.019866935943596446,"ret_5d * log(vol/vol_ma_20) / (ATR_14/close) * (1 + rolling_corr(ret_daily, vol_pct, 20))","ret_5d * log(vol/vol_ma_20) / (ATR_14/close) * (1 + rolling_corr(ret_daily, vol_pct, 20))","ret_5d * log(vol/vol_ma_20) / (ATR_14/close) * (1 + rolling_corr(ret_daily, vol_pct, 20))",Unconverted: ['rolling_corr'],Unconverted: ['rolling_corr']
factor_liquidity_range_gated_momentum_v6,original,qualified,,0.024786992246334797,0.03668319583951928,"pct_change(close,5) * rank_20((high-low) * (volume/rolling_median(volume,20))) * tanh(ATR20/close)","ts_pct(close, 5) * ts_rank(20, (high-low) * (volume/ts_median(20, volume))) * tanh(ATR20/close)","ts_pct(close, 5) * ts_rank(20, (high-low) * (volume/ts_median(20, volume))) * tanh(ATR20/close)",,
factor_liquidity_range_gated_momentum_v5,original,qualified,,0.024739762761107724,0.03691596687985479,"pct_change(close,5) * rank_20((high-low) * (volume/rolling_median(volume,20))) * tanh(ATR14/close)","ts_pct(close, 5) * ts_rank(20, (high-low) * (volume/ts_median(20, volume))) * tanh(ATR14/close)","ts_pct(close, 5) * ts_rank(20, (high-low) * (volume/ts_median(20, volume))) * tanh(ATR14/close)",,
factor_volume_regime_intraday_momentum,original,qualified,,0.018092474995387922,0.03717169001790499,pressure = ((close - open) / open) * volume; smoothed = EMA10(pressure); halve on low-volume days,"pressure = ((close - open) / open) * volume; smoothed = ema(10, pressure); halve on low-volume days","pressure = ((close - open) / open) * volume; smoothed = ema(10, pressure); halve on low-volume days",,
factor_volume_confirmed_dir_mut_v4,original,qualified,,0.01705136750217695,0.014397635090898616,"factor = (net_dir * mom) * tanh( ((rank(vol,20)-0.5)*2) * ((rank(range,20)-0.5)*2) )","factor = (net_dir * mom) * tanh( ((cs_rank(vol, 20)-0.5)*2) * ((cs_rank(range, 20)-0.5)*2) )","factor = (net_dir * mom) * tanh( ((rank(vol,20)-0.5)*2) * ((rank(range,20)-0.5)*2) )",,
factor_impact_downside_asymmetry_smoothed,original,qualified,,0.020922856734435693,0.04669688316325709,EWMA30[(r_t^-^2 - r_t^+^2) * |r_t|/Median30(|r|/dollar_volume)],"EWMA30[(r_t^-^2 - r_t^+^2) * |r_t|/ts_median(30, |r|/dollar_volume)]","EWMA30[(r_t^-^2 - r_t^+^2) * |r_t|/ts_median(30, |r|/dollar_volume)]",,
factor_bounded_directional_price_impact_per_volume,original,qualified,,0.02943737075703794,0.03235517979344934,"EWMA_30[impact_efficiency / (1 + |impact_efficiency|)], where impact_efficiency=((close-open)/open)/(volume/rolling_20_median(volume))","EWMA_30[impact_efficiency / (1 + |impact_efficiency|)], where impact_efficiency=((close-open)/open)/(volume/rolling_20_median(volume))","EWMA_30[impact_efficiency / (1 + |impact_efficiency|)], where impact_efficiency=((close-open)/open)/(volume/rolling_20_median(volume))",Unconverted: ['rolling_20_median'],Unconverted: ['rolling_20_median']
factor_volume_persistence_momentum_robust,original,qualified,,0.024977666278841366,0.026248395032220245,"factor = pct_change(close,10) * robust_zscore(volume,20) * persistence(10)","factor = ts_pct(close, 10) * cs_zscore(volume,20) * persistence(10)","factor = ts_pct(close, 10) * zscore(volume, 20) * persistence(10)",Unconverted: ['persistence'],Unconverted: ['persistence']
factor_liquidity_mom_simple_2_mutated,original,qualified,,0.01745626396789791,0.037470054227901006,"(close - ts_delay(close,5)) * (volume / ts_mean(volume,20))","(close - delay(close, 5)) * (volume / ts_mean(volume,20))","(close - ts_delay(close,5)) * (volume / ts_mean(volume,20))",,
factor_volume_confirmed_momentum_simple_volume_deviation,original,qualified,,0.022887091134392964,0.02337647202563358,factor = close_10d_return * (volume / rolling_20d_mean_volume - 1),factor = close_10d_return * (volume / rolling_20d_mean_volume - 1),factor = close_10d_return * (volume / rolling_20d_mean_volume - 1),,
factor_crash_volume_gate,original,qualified,,0.021512031418960943,0.02878171768072153,"-ret_5d * vol_ratio if rank(vol_ratio,20) > 0.5 else 0","-ret_5d * vol_ratio if cs_rank(vol_ratio, 20) > 0.5 else 0","-ret_5d * vol_ratio if rank(vol_ratio,20) > 0.5 else 0",,
factor_persistent_drawdown_recovery,original,qualified,,0.031778301709416666,0.041588144133719585,[EMA4(close / lagged 15-bar low - 1) - 0.5 × lagged drawdown depth] × [1 + 0.35 × lagged drawdown depth],"[ema(4, close / lagged 15-bar low - 1) - 0.5 × lagged drawdown depth] × [1 + 0.35 × lagged drawdown depth]","[ema(4, close / lagged 15-bar low - 1) - 0.5 × lagged drawdown depth] × [1 + 0.35 × lagged drawdown depth]",,
factor_vol_gated_herding_mutated,original,qualified,,0.02266294249960979,0.03334977884547501,factor = (mom/(1+|z(ATR/close)|)) * (1+tanh(5*EMA(ret))) * (1+tanh(sign(ret)*tanh(3*(vol/vol_ma20-1)))) * (1+tanh(vol_rank * vol_trend)),factor = (mom/(1+|cs_zscore(ATR/close)|)) * (1+tanh(5*ema(ret))) * (1+tanh(sign(ret)*tanh(3*(vol/vol_ma20-1)))) * (1+tanh(vol_rank * vol_trend)),factor = (mom/(1+|zscore(ATR/close)|)) * (1+tanh(5*ema(ret))) * (1+tanh(sign(ret)*tanh(3*(vol/vol_ma20-1)))) * (1+tanh(vol_rank * vol_trend)),,
factor_vol_gated_herding_crossover,original,qualified,,0.02382409234615977,0.03287806528671249,factor = (mom / (1 + |z(ATR/close)|)) * (1 + tanh(5*EMA(ret))) * (1 + tanh(herding)) * (1 + tanh(vol_rank * vol_trend)),factor = (mom / (1 + |cs_zscore(ATR/close)|)) * (1 + tanh(5*ema(ret))) * (1 + tanh(herding)) * (1 + tanh(vol_rank * vol_trend)),factor = (mom / (1 + |zscore(ATR/close)|)) * (1 + tanh(5*ema(ret))) * (1 + tanh(herding)) * (1 + tanh(vol_rank * vol_trend)),,
factor_volume_confirmed_return_ewm,original,qualified,,0.024266454144258594,0.034887038764850116,"factor = ret(5) * rank_{20}(volume / ewm(volume, 20))","factor = ret(5) * rank_{20}(volume / ema(20, volume))","factor = ret(5) * rank_{20}(volume / ema(20, volume))",,
factor_simplified_robust_volume_momentum,original,qualified,,0.024789299719938773,0.02649082116593425,"factor = close_10d_return * robust_zscore(volume, 20d)","factor = close_10d_return * cs_zscore(volume, 20d)","factor = close_10d_return * zscore(volume, 20d)",,
factor_volume_confirmed_momentum_v3,original,qualified,,0.02413694783848311,0.03437359352239337,"price_ret_5 * rank(volume / sma(volume,20)) over 20-day window","price_ret_5 * cs_rank(volume / sma(volume,20)) 20)) over 20-day window","price_ret_5 * rank(volume / ts_mean(volume, 20)) over 20-day window",,
factor_session_asymmetry_smooth_confirmed_30d,original,qualified,,0.027137212481117945,0.051294247687470984,"[(30-day smoothed downside overnight and intraday shock energy - upside shock energy) / total shock energy] * [0.75 + 0.25 * clip(volume / EMA30(volume), 0, 2)]","[(30-day smoothed downside overnight and intraday shock energy - upside shock energy) / total shock energy] * [0.75 + 0.25 * clip(volume / EMA30(volume), 0, 2)]","[(30-day smoothed downside overnight and intraday shock energy - upside shock energy) / total shock energy] * [0.75 + 0.25 * clip(volume / EMA30(volume), 0, 2)]",Unconverted: ['EMA30'],Unconverted: ['EMA30']
factor_lag_volatility_regime_adapted,original,qualified,,0.025481828072036233,0.04093426960135419,"EMA5( (close/shift(close,5)-1) * log(volume/EMA30(volume)) * np.where(resvol_high, ATR10/close, ATR20/close) )","ema(5, (close/delay(close, 5)-1) * log(volume/EMA30(volume)) * np.where(resvol_high, ATR10/close, ATR20/close))","ema(5, (close/ts_delay(close, 5)-1) * log(volume/EMA30(volume)) * np.where(resvol_high, ATR10/close, ATR20/close))",Unconverted: ['EMA30'],Unconverted: ['EMA30']
factor_stability_crash_guard,original,qualified,,0.021124615271862074,0.034090991738457095,"SDC = EMA(ret,21)/EMA(|ret|,21) * (vol/SMA(vol,21)); CS = -skewness(ret,20); factor = SDC * (1 - rank_pct(CS))","SDC = ema(21, ret)/ema(21, |ret|) * (vol/ts_mean(21, vol)); CS = -ts_skew(20, ret); factor = SDC * (1 - cs_rank(CS))","SDC = ema(21, ret)/ema(21, |ret|) * (vol/ts_mean(21, vol)); CS = -ts_skew(20, ret); factor = SDC * (1 - rank(CS))",,
factor_recovery_volume_pressure_stabilized,original,qualified,,0.030767868516825753,0.04132784056131749,"[EMA4(close / lagged 15-bar low - 1) - 0.5 drawdown_depth] × [0.75 + 0.75 drawdown_depth] × [1 - 0.2 tanh(Corr20(return, Δlog(volume)))]","[ema(4, close / lagged 15-bar low - 1) - 0.5 drawdown_depth] × [0.75 + 0.75 drawdown_depth] × [1 - 0.2 tanh(Corr20(return, Δlog(volume)))]","[ema(4, close / lagged 15-bar low - 1) - 0.5 drawdown_depth] × [0.75 + 0.75 drawdown_depth] × [1 - 0.2 tanh(Corr20(return, Δlog(volume)))]",Unconverted: ['Corr20'],Unconverted: ['Corr20']
factor_crash_vol_body_asym,original,qualified,,0.018465980094016596,0.027887943444833942,"- (volume / rolling_mean(volume,10)) * ((close - open) / (high - low))","- (volume / ts_mean(10, volume)) * ((close - open) / (high - low))","- (volume / ts_mean(10, volume)) * ((close - open) / (high - low))",,
factor_ewma_net_range_volume_ratio,original,qualified,,0.020069907574753416,0.03567298326857827,(EWMA5(close-open) / EWMA5(high-low)) * (volume / SMA10(volume)),"(ema(5, close-open) / ema(5, high-low)) * (volume / ts_mean(10, volume))","(ema(5, close-open) / ema(5, high-low)) * (volume / ts_mean(10, volume))",,
factor_ewm_downside_variance_resilience,original,qualified,,0.026130249140781336,0.051258815292518745,"-EWMA_24[min(r_t,0)^2] / EWMA_24[r_t^2]","-EWMA_24[min(r_t,0)^2] / EWMA_24[r_t^2]","-EWMA_24[flex_min(r_t, 0)^2] / EWMA_24[r_t^2]",,
